Freq [GHz],"dB(St(P1,P4)) []","dB(St(P1,P4))_1 []","dB(St(P1,P4))_2 []","dB(St(P1,P4))_3 []","dB(St(P1,P4))_4 []"
1.649746193,-24.671,-24.251,-25.249,-24.99,-25.169
1.675126904,-24.557,-24.105,-25.102,-24.845,-25.019
1.700507614,-24.425,-23.94,-24.936,-24.68,-24.849
1.725888325,-24.267,-23.751,-24.745,-24.492,-24.656
1.751269036,-24.207,-23.654,-24.649,-24.394,-24.554
1.776649746,-24.118,-23.528,-24.524,-24.268,-24.423
1.802030457,-24.007,-23.383,-24.379,-24.121,-24.272
1.827411168,-24.01,-23.337,-24.335,-24.069,-24.212
1.852791878,-23.978,-23.259,-24.26,-23.986,-24.121
1.878172589,-23.958,-23.173,-24.175,-23.892,-24.018
1.903553299,-24.226,-23.213,-24.213,-23.904,-24.002
1.92893401,-24.469,-23.219,-24.217,-23.884,-23.956
1.954314721,-24.362,-23.315,-24.29,-23.891,-23.91
1.979695431,-23.041,-23.928,-24.776,-24.121,-23.964
2.005076142,-21.896,-24.564,-25.264,-24.326,-23.988
2.030456853,-21.368,-25.965,-26.234,-24.654,-24.013
2.055837563,-21.864,-20.171,-22.498,-26.438,-24.179
2.081218274,-22.083,-21.081,-21.947,-21.511,-24.536
2.106598985,-22.202,-21.56,-22.517,-21.933,-25.512
2.131979695,-22.277,-21.783,-22.777,-22.353,-27.23
2.157360406,-22.332,-21.914,-22.924,-22.564,-21.44
2.182741117,-22.377,-22.003,-23.022,-22.692,-22.139
2.208121827,-22.418,-22.074,-23.096,-22.783,-22.505
2.233502538,-22.458,-22.132,-23.157,-22.854,-22.715
2.258883249,-22.5,-22.186,-23.211,-22.916,-22.851
2.284263959,-22.546,-22.249,-23.265,-22.974,-22.943
2.30964467,-22.571,-22.292,-23.298,-23.01,-23.006
2.335025381,-22.573,-22.312,-23.307,-23.022,-23.043
2.360406091,-22.627,-22.374,-23.367,-23.084,-23.125
2.385786802,-22.665,-22.419,-23.41,-23.131,-23.19
2.411167513,-22.682,-22.445,-23.432,-23.156,-23.232
2.436548223,-22.741,-22.504,-23.493,-23.219,-23.306
2.461928934,-22.781,-22.544,-23.536,-23.264,-23.361
2.487309645,-22.806,-22.57,-23.564,-23.293,-23.401
2.512690355,-22.854,-22.616,-23.613,-23.343,-23.456
2.538071066,-22.887,-22.646,-23.646,-23.376,-23.495
2.563451777,-22.908,-22.663,-23.667,-23.398,-23.522
2.588832487,-22.941,-22.691,-23.697,-23.427,-23.556
2.614213198,-22.96,-22.704,-23.713,-23.442,-23.574
2.639593909,-22.969,-22.708,-23.719,-23.447,-23.582
2.664974619,-22.985,-22.715,-23.728,-23.454,-23.592
2.69035533,-22.987,-22.709,-23.723,-23.447,-23.587
2.715736041,-22.984,-22.695,-23.711,-23.432,-23.574
2.741116751,-22.99,-22.683,-23.699,-23.418,-23.559
2.766497462,-22.982,-22.658,-23.674,-23.389,-23.531
2.791878173,-22.983,-22.63,-23.647,-23.358,-23.497
2.817258883,-23.011,-22.608,-23.625,-23.329,-23.462
2.842639594,-23.024,-22.571,-23.588,-23.287,-23.413
2.868020305,-23.071,-22.535,-23.552,-23.243,-23.359
2.893401015,-23.216,-22.514,-23.529,-23.206,-23.305
2.918781726,-23.542,-22.506,-23.519,-23.176,-23.248
2.944162437,-24.441,-22.533,-23.54,-23.161,-23.192
2.969543147,-21.742,-22.642,-23.629,-23.178,-23.141
2.994923858,-20.21,-22.901,-23.834,-23.239,-23.092
3.020304569,-20.778,-23.646,-24.389,-23.41,-23.056
3.045685279,-21.026,-22.687,-25.174,-23.859,-23.041
3.07106599,-21.122,-19.789,-20.643,-24.632,-23.06
3.096446701,-21.147,-20.321,-21.115,-20.705,-23.146
3.121827411,-21.138,-20.542,-21.433,-20.654,-23.378
3.147208122,-21.108,-20.627,-21.569,-21.007,-23.928
3.172588832,-21.066,-20.646,-21.615,-21.167,-24.651
3.197969543,-21.019,-20.633,-21.619,-21.229,-20.437
3.223350254,-20.97,-20.604,-21.602,-21.245,-20.454
3.248730964,-20.92,-20.567,-21.574,-21.238,-20.808
3.274111675,-20.87,-20.526,-21.54,-21.218,-20.984
3.299492386,-20.83,-20.491,-21.511,-21.198,-21.068
3.324873096,-20.8,-20.465,-21.489,-21.183,-21.11
3.350253807,-20.745,-20.413,-21.441,-21.141,-21.122
3.375634518,-20.722,-20.392,-21.424,-21.128,-21.137
3.401015228,-20.689,-20.36,-21.395,-21.102,-21.133
3.426395939,-20.656,-20.329,-21.366,-21.076,-21.123
3.45177665,-20.647,-20.321,-21.361,-21.073,-21.129
3.47715736,-20.611,-20.286,-21.328,-21.042,-21.107
3.502538071,-20.62,-20.296,-21.339,-21.054,-21.124
3.527918782,-20.609,-20.287,-21.331,-21.047,-21.121
3.553299492,-20.608,-20.287,-21.331,-21.049,-21.126
3.578680203,-20.623,-20.303,-21.348,-21.066,-21.146
3.604060914,-20.613,-20.293,-21.339,-21.058,-21.139
3.629441624,-20.654,-20.334,-21.379,-21.099,-21.182
3.654822335,-20.669,-20.348,-21.394,-21.114,-21.197
3.680203046,-20.704,-20.38,-21.425,-21.145,-21.229
3.705583756,-20.747,-20.418,-21.463,-21.183,-21.268
3.730964467,-20.776,-20.441,-21.485,-21.205,-21.289
3.756345178,-20.856,-20.503,-21.547,-21.266,-21.349
3.781725888,-20.912,-20.541,-21.584,-21.302,-21.384
3.807106599,-21.003,-20.593,-21.635,-21.352,-21.431
3.83248731,-21.137,-20.653,-21.695,-21.409,-21.484
3.85786802,-21.327,-20.717,-21.758,-21.469,-21.538
3.883248731,-21.833,-20.802,-21.842,-21.546,-21.605
3.908629442,-21.513,-20.9,-21.938,-21.629,-21.672
3.934010152,-20.843,-21.02,-22.052,-21.72,-21.74
3.959390863,-20.568,-21.187,-22.205,-21.83,-21.812
3.984771574,-20.672,-21.555,-22.503,-21.991,-21.896
4.010152284,-20.793,-21.478,-22.975,-22.236,-21.984
4.035532995,-20.89,-21.028,-23.173,-22.626,-22.078
4.060913706,-20.971,-20.672,-21.701,-23.358,-22.188
4.086294416,-21.043,-20.722,-21.608,-22.018,-22.332
4.111675127,-21.106,-20.839,-21.735,-21.27,-22.522
4.137055838,-21.161,-20.931,-21.85,-21.356,-22.794
4.162436548,-21.212,-21.004,-21.938,-21.501,-23.346
4.187817259,-21.259,-21.066,-22.008,-21.608,-23.857
4.21319797,-21.298,-21.116,-22.065,-21.69,-22.764
4.23857868,-21.333,-21.158,-22.112,-21.753,-21.494
4.263959391,-21.363,-21.192,-22.15,-21.803,-21.554
4.289340102,-21.389,-21.221,-22.183,-21.843,-21.701
4.314720812,-21.415,-21.247,-22.211,-21.878,-21.804
4.340101523,-21.425,-21.257,-22.224,-21.896,-21.883
4.365482234,-21.439,-21.268,-22.239,-21.915,-21.938
4.390862944,-21.443,-21.268,-22.242,-21.923,-21.974
4.416243655,-21.442,-21.263,-22.24,-21.925,-21.998
4.441624365,-21.439,-21.255,-22.236,-21.924,-22.012
4.467005076,-21.424,-21.234,-22.218,-21.909,-22.011
4.492385787,-21.417,-21.22,-22.208,-21.902,-22.012
4.517766497,-21.394,-21.19,-22.182,-21.879,-21.995
4.543147208,-21.379,-21.167,-22.163,-21.863,-21.983
4.568527919,-21.354,-21.134,-22.134,-21.837,-21.96
4.593908629,-21.327,-21.099,-22.104,-21.808,-21.934
4.61928934,-21.304,-21.067,-22.076,-21.783,-21.908
4.644670051,-21.266,-21.02,-22.034,-21.742,-21.868
4.670050761,-21.249,-20.994,-22.012,-21.722,-21.846
4.695431472,-21.213,-20.948,-21.971,-21.682,-21.804
4.720812183,-21.193,-20.918,-21.946,-21.658,-21.777
4.746192893,-21.166,-20.881,-21.914,-21.626,-21.742
4.771573604,-21.139,-20.844,-21.882,-21.595,-21.706
4.796954315,-21.126,-20.819,-21.862,-21.576,-21.681
4.822335025,-21.092,-20.775,-21.823,-21.538,-21.637
4.847715736,-21.093,-20.764,-21.817,-21.537,-21.625
4.873096447,-21.072,-20.731,-21.789,-21.513,-21.591
4.898477157,-21.066,-20.717,-21.779,-21.512,-21.576
4.923857868,-21.054,-20.699,-21.766,-21.508,-21.557
4.949238579,-21.031,-20.68,-21.75,-21.506,-21.537
4.974619289,-21.005,-20.677,-21.749,-21.525,-21.535
5,-20.96,-20.652,-21.727,-21.52,-21.509
5.025380711,-20.98,-20.679,-21.754,-21.54,-21.542
5.050761421,-20.976,-20.682,-21.757,-21.538,-21.55
5.076142132,-20.947,-20.662,-21.735,-21.514,-21.533
5.101522843,-20.947,-20.668,-21.739,-21.514,-21.543
5.126903553,-20.98,-20.705,-21.773,-21.54,-21.582
5.152284264,-20.988,-20.717,-21.781,-21.543,-21.598
5.177664975,-20.973,-20.705,-21.765,-21.523,-21.589
5.203045685,-21.029,-20.768,-21.824,-21.573,-21.648
5.228426396,-21.067,-20.811,-21.862,-21.605,-21.689
5.253807107,-21.082,-20.83,-21.876,-21.612,-21.706
5.279187817,-21.113,-20.868,-21.908,-21.64,-21.737
5.304568528,-21.173,-20.937,-21.972,-21.697,-21.791
5.329949239,-21.21,-20.983,-22.013,-21.732,-21.823
5.355329949,-21.226,-21.006,-22.029,-21.743,-21.835
5.38071066,-21.294,-21.088,-22.106,-21.816,-21.881
5.406091371,-21.348,-21.156,-22.168,-21.874,-21.912
5.431472081,-21.381,-21.201,-22.208,-21.91,-21.921
5.456852792,-21.424,-21.256,-22.258,-21.957,-21.945
5.482233503,-21.49,-21.338,-22.336,-22.032,-21.996
5.507614213,-21.536,-21.4,-22.392,-22.087,-22.02
5.532994924,-21.562,-21.44,-22.428,-22.12,-22.02
5.558375635,-21.63,-21.523,-22.507,-22.199,-22.138
5.583756345,-21.687,-21.595,-22.575,-22.266,-22.255
5.609137056,-21.724,-21.647,-22.624,-22.314,-22.351
5.634517766,-21.767,-21.703,-22.676,-22.366,-22.437
5.659898477,-21.834,-21.779,-22.75,-22.441,-22.527
5.685279188,-21.881,-21.838,-22.806,-22.498,-22.601
5.710659898,-21.909,-21.877,-22.844,-22.535,-22.658
5.736040609,-21.966,-21.939,-22.904,-22.597,-22.722
5.76142132,-22.013,-21.991,-22.955,-22.649,-22.774
5.78680203,-22.063,-22.042,-23.005,-22.701,-22.825
5.812182741,-22.116,-22.093,-23.057,-22.754,-22.874
5.837563452,-22.158,-22.133,-23.097,-22.795,-22.912
5.862944162,-22.217,-22.183,-23.148,-22.848,-22.961
5.888324873,-22.258,-22.217,-23.183,-22.884,-22.993
5.913705584,-22.315,-22.259,-23.229,-22.931,-23.036
5.939086294,-22.361,-22.291,-23.263,-22.967,-23.069
5.964467005,-22.408,-22.322,-23.297,-23.002,-23.101
5.989847716,-22.458,-22.352,-23.332,-23.038,-23.135
6.015228426,-22.495,-22.37,-23.354,-23.061,-23.157
6.040609137,-22.546,-22.398,-23.388,-23.096,-23.193
6.065989848,-22.58,-22.411,-23.405,-23.114,-23.212
6.091370558,-22.624,-22.431,-23.433,-23.142,-23.242
6.116751269,-22.657,-22.442,-23.45,-23.161,-23.263
6.14213198,-22.688,-22.451,-23.466,-23.177,-23.284
6.16751269,-22.721,-22.462,-23.485,-23.197,-23.308
6.192893401,-22.739,-22.46,-23.49,-23.203,-23.318
6.218274112,-22.775,-22.477,-23.517,-23.23,-23.353
6.243654822,-22.794,-22.478,-23.526,-23.24,-23.37
6.269035533,-22.795,-22.462,-23.518,-23.232,-23.368
6.294416244,-22.824,-22.478,-23.542,-23.257,-23.403
6.319796954,-22.836,-22.477,-23.55,-23.266,-23.42
6.345177665,-22.83,-22.459,-23.54,-23.256,-23.419
6.370558376,-22.85,-22.471,-23.559,-23.276,-23.448
6.395939086,-22.859,-22.473,-23.569,-23.286,-23.468
6.421319797,-22.851,-22.456,-23.559,-23.277,-23.468
6.446700508,-22.865,-22.467,-23.574,-23.293,-23.494
6.472081218,-22.876,-22.476,-23.587,-23.307,-23.517
6.497461929,-22.868,-22.465,-23.581,-23.302,-23.521
6.52284264,-22.879,-22.476,-23.594,-23.315,-23.544
6.54822335,-22.897,-22.496,-23.613,-23.336,-23.575
6.573604061,-22.895,-22.496,-23.613,-23.336,-23.584
6.598984772,-22.905,-22.509,-23.623,-23.347,-23.606
6.624365482,-22.932,-22.544,-23.651,-23.375,-23.644
6.649746193,-22.939,-22.556,-23.657,-23.382,-23.661
6.675126904,-22.95,-22.574,-23.666,-23.389,-23.682
6.700507614,-22.99,-22.624,-23.701,-23.416,-23.731
6.725888325,-23.009,-22.652,-23.715,-23.42,-23.759
6.751269036,-23.022,-22.674,-23.723,-23.446,-23.781
6.776649746,-23.076,-22.739,-23.771,-23.64,-23.843
6.802030457,-23.108,-22.783,-23.8,-23.832,-23.884
6.827411168,-23.124,-22.811,-23.819,-24.008,-23.911
6.852791878,-23.191,-22.889,-23.925,-23.991,-24
6.878172589,-23.237,-22.947,-24.012,-23.937,-24.068
6.903553299,-23.262,-22.982,-24.078,-23.847,-24.112
6.92893401,-23.339,-23.068,-24.16,-23.908,-24.228
6.954314721,-23.399,-23.136,-24.222,-23.956,-24.347
6.979695431,-23.438,-23.184,-24.261,-23.982,-24.464
7.005076142,-23.522,-23.268,-24.335,-24.052,-24.473
7.030456853,-23.6,-23.345,-24.4,-24.115,-24.417
7.055837563,-23.658,-23.401,-24.445,-24.157,-24.317
7.081218274,-23.758,-23.482,-24.517,-24.228,-24.348
7.106598985,-23.868,-23.564,-24.59,-24.3,-24.431
7.131979695,-23.96,-23.627,-24.644,-24.352,-24.492
7.157360406,-24.08,-23.693,-24.703,-24.409,-24.556
7.182741117,-24.257,-23.769,-24.773,-24.477,-24.629
7.208121827,-24.464,-23.845,-24.844,-24.545,-24.702
7.233502538,-24.486,-23.922,-24.917,-24.615,-24.776
7.258883249,-24.135,-24,-24.99,-24.685,-24.849
7.284263959,-23.892,-24.08,-25.065,-24.755,-24.922
7.30964467,-23.885,-24.162,-25.142,-24.826,-24.996
7.335025381,-23.963,-24.25,-25.221,-24.897,-25.069
7.360406091,-24.053,-24.344,-25.302,-24.968,-25.14
7.385786802,-24.142,-24.456,-25.389,-25.041,-25.213
7.411167513,-24.23,-24.57,-25.492,-25.119,-25.287
7.436548223,-24.325,-24.579,-25.646,-25.215,-25.374
7.461928934,-24.403,-24.582,-25.788,-25.294,-25.444
7.487309645,-24.461,-24.58,-25.914,-25.356,-25.497
7.512690355,-24.546,-24.594,-25.813,-25.48,-25.58
7.538071066,-24.619,-24.585,-25.683,-25.599,-25.653
7.563451777,-24.675,-24.55,-25.552,-25.702,-25.709
7.588832487,-24.745,-24.583,-25.564,-25.725,-25.782
7.614213198,-24.818,-24.649,-25.634,-25.706,-25.86
7.639593909,-24.872,-24.697,-25.674,-25.686,-25.921
7.664974619,-24.929,-24.745,-25.718,-25.677,-25.991
7.69035533,-25.001,-24.81,-25.8,-25.662,-26.085
7.715736041,-25.057,-24.857,-25.864,-25.609,-26.164
7.741116751,-25.1,-24.891,-25.913,-25.543,-26.237
7.766497462,-25.164,-24.944,-25.977,-25.621,-26.367
7.791878173,-25.217,-24.986,-26.028,-25.685,-26.478
7.817258883,-25.283,-25.037,-26.087,-25.752,-26.545
7.842639594,-25.343,-25.078,-26.135,-25.806,-26.533
7.868020305,-25.429,-25.128,-26.191,-25.866,-26.218
7.893401015,-25.521,-25.169,-26.237,-25.916,-26.001
7.918781726,-25.67,-25.218,-26.291,-25.972,-26.087
7.944162437,-25.76,-25.261,-26.337,-26.02,-26.157
7.969543147,-25.725,-25.31,-26.388,-26.072,-26.239
7.994923858,-25.704,-25.354,-26.435,-26.119,-26.31
8.020304569,-25.709,-25.404,-26.486,-26.171,-26.379
8.045685279,-25.722,-25.452,-26.534,-26.218,-26.44
8.07106599,-25.758,-25.507,-26.586,-26.269,-26.502
8.096446701,-25.793,-25.564,-26.637,-26.318,-26.561
8.121827411,-25.835,-25.63,-26.691,-26.369,-26.62
8.147208122,-25.873,-25.705,-26.742,-26.416,-26.673
8.172588832,-25.916,-25.825,-26.802,-26.469,-26.731
8.197969543,-25.961,-25.967,-26.868,-26.523,-26.79
8.223350254,-26.007,-26.004,-26.946,-26.579,-26.849
8.248730964,-26.054,-25.955,-27.044,-26.638,-26.909
8.274111675,-26.103,-25.941,-27.151,-26.7,-26.97
8.299492386,-26.153,-25.967,-27.168,-26.767,-27.033
8.324873096,-26.205,-26.011,-27.129,-26.842,-27.097
8.350253807,-26.268,-26.073,-27.15,-26.938,-27.171
8.375634518,-26.324,-26.129,-27.19,-27.034,-27.239
8.401015228,-26.379,-26.182,-27.231,-27.089,-27.304
8.426395939,-26.449,-26.25,-27.299,-27.069,-27.384
8.45177665,-26.502,-26.301,-27.348,-27.034,-27.446
8.47715736,-26.586,-26.377,-27.424,-27.105,-27.538
8.502538071,-26.655,-26.438,-27.483,-27.158,-27.616
8.527918782,-26.721,-26.508,-27.553,-27.226,-27.707
8.553299492,-26.779,-26.577,-27.621,-27.297,-27.803
8.578680203,-26.831,-26.641,-27.684,-27.361,-27.857
8.604060914,-26.886,-26.718,-27.759,-27.439,-27.831
8.629441624,-26.924,-26.778,-27.818,-27.499,-27.796
8.654822335,-26.999,-26.859,-27.899,-27.58,-27.84
8.680203046,-27.06,-26.926,-27.965,-27.647,-27.861
8.705583756,-27.131,-26.999,-28.038,-27.721,-27.933
8.730964467,-27.206,-27.072,-28.111,-27.794,-28.042
8.756345178,-27.274,-27.139,-28.177,-27.86,-28.138
8.781725888,-27.357,-27.217,-28.256,-27.938,-28.236
8.807106599,-27.425,-27.279,-28.318,-28,-28.319
8.83248731,-27.509,-27.368,-28.396,-28.076,-28.409
8.85786802,-27.582,-27.445,-28.461,-28.14,-28.487
8.883248731,-27.669,-27.541,-28.541,-28.215,-28.573
8.908629442,-27.743,-27.628,-28.607,-28.278,-28.646
8.934010152,-27.833,-27.686,-28.707,-28.351,-28.729
8.959390863,-27.91,-27.732,-28.793,-28.412,-28.798
8.984771574,-28.002,-27.796,-28.882,-28.485,-28.876
9.010152284,-28.083,-27.847,-28.957,-28.545,-28.941
9.035532995,-28.174,-27.905,-28.993,-28.616,-29.009
9.060913706,-28.268,-27.96,-29.035,-28.695,-29.074
9.086294416,-28.361,-28.015,-29.084,-28.788,-29.138
9.111675127,-28.438,-28.068,-29.134,-28.86,-29.199
9.137055838,-28.346,-28.118,-29.184,-28.881,-29.259
9.162436548,-28.198,-28.165,-29.23,-28.886,-29.315
9.187817259,-28.03,-28.208,-29.275,-28.906,-29.371
9.21319797,-28.099,-28.252,-29.319,-28.935,-29.432
9.23857868,-28.202,-28.289,-29.357,-28.961,-29.493
9.263959391,-28.301,-28.326,-29.395,-28.989,-29.573
9.289340102,-28.383,-28.36,-29.43,-29.016,-29.671
9.314720812,-28.453,-28.392,-29.462,-29.04,-29.734
9.340101523,-28.512,-28.42,-29.493,-29.062,-29.686
9.365482234,-28.565,-28.446,-29.52,-29.083,-29.624
9.390862944,-28.613,-28.466,-29.547,-29.102,-29.603
9.416243655,-28.657,-28.477,-29.572,-29.12,-29.602
9.441624365,-28.697,-28.463,-29.596,-29.137,-29.609
9.467005076,-28.736,-28.396,-29.619,-29.153,-29.619
9.492385787,-28.774,-28.311,-29.642,-29.169,-29.631
9.517766497,-28.812,-28.308,-29.664,-29.186,-29.643
9.543147208,-28.853,-28.384,-29.683,-29.205,-29.656
9.568527919,-28.897,-28.465,-29.687,-29.225,-29.67
9.593908629,-28.949,-28.525,-29.657,-29.248,-29.685
9.61928934,-29.011,-28.572,-29.602,-29.276,-29.702
9.644670051,-29.08,-28.613,-29.602,-29.31,-29.722
9.670050761,-29.124,-28.651,-29.651,-29.353,-29.744
9.695431472,-29.05,-28.69,-29.702,-29.405,-29.771
9.720812183,-28.951,-28.73,-29.749,-29.44,-29.802
9.746192893,-28.928,-28.773,-29.794,-29.384,-29.837
9.771573604,-28.952,-28.819,-29.839,-29.308,-29.877
9.796954315,-29,-28.873,-29.891,-29.332,-29.928
9.822335025,-29.046,-28.924,-29.939,-29.373,-29.978
9.847715736,-29.099,-28.982,-29.992,-29.434,-30.037
9.873096447,-29.16,-29.049,-30.052,-29.501,-30.108
9.898477157,-29.22,-29.119,-30.112,-29.566,-30.179
9.923857868,-29.283,-29.195,-30.176,-29.634,-30.252
9.949238579,-29.352,-29.283,-30.246,-29.707,-30.276
9.974619289,-29.425,-29.381,-30.321,-29.784,-30.236
10,-29.501,-29.48,-30.401,-29.862,-30.238
