Freq [GHz],"dB(St(P1,P4)) []","dB(St(P1,P4))_1 []","dB(St(P1,P4))_2 []","dB(St(P1,P4))_3 []","dB(St(P1,P4))_3 []"
8.402366864,-26.682,-25.984,-26.461,-26.1496,-27.135
8.42209073,-26.733,-26.029,-26.506,-26.1946,-27.18
8.441814596,-26.794,-26.081,-26.558,-26.2476,-27.233
8.461538462,-26.855,-26.131,-26.608,-26.2996,-27.285
8.481262327,-26.918,-26.18,-26.656,-26.3496,-27.335
8.500986193,-26.997,-26.237,-26.711,-26.4076,-27.393
8.520710059,-27.084,-26.292,-26.764,-26.4636,-27.449
8.540433925,-27.183,-26.347,-26.816,-26.5196,-27.505
8.560157791,-27.318,-26.411,-26.875,-26.5816,-27.567
8.579881657,-27.413,-26.475,-26.931,-26.6416,-27.627
8.599605523,-27.454,-26.541,-26.988,-26.7006,-27.686
8.619329389,-27.393,-26.619,-27.051,-26.7666,-27.752
8.639053254,-27.355,-26.7,-27.112,-26.8296,-27.815
8.65877712,-27.363,-26.79,-27.174,-26.8926,-27.878
8.678500986,-27.41,-26.905,-27.243,-26.9616,-27.947
8.698224852,-27.459,-27.026,-27.308,-27.0256,-28.011
8.717948718,-27.519,-27.162,-27.379,-27.0936,-28.079
8.737672584,-27.582,-27.21,-27.453,-27.1626,-28.148
8.75739645,-27.647,-27.069,-27.53,-27.2326,-28.218
8.777120316,-27.712,-26.932,-27.613,-27.3036,-28.289
8.796844181,-27.779,-26.912,-27.702,-27.3756,-28.361
8.816568047,-27.846,-26.957,-27.801,-27.4496,-28.435
8.836291913,-27.914,-27.02,-27.91,-27.5266,-28.512
8.856015779,-27.981,-27.091,-28.031,-27.6066,-28.592
8.875739645,-28.048,-27.164,-28.143,-27.6936,-28.679
8.895463511,-28.115,-27.237,-28.163,-27.7886,-28.774
8.915187377,-28.182,-27.31,-28.039,-27.8756,-28.861
8.934911243,-28.247,-27.383,-27.93,-27.9236,-28.909
8.954635108,-28.313,-27.455,-27.931,-27.9516,-28.937
8.974358974,-28.38,-27.53,-28.003,-28.0006,-28.986
8.99408284,-28.44,-27.597,-28.074,-28.0466,-29.032
9.013806706,-28.503,-27.671,-28.16,-28.1086,-29.094
9.033530572,-28.559,-27.737,-28.238,-28.1646,-29.15
9.053254438,-28.62,-27.808,-28.32,-28.2276,-29.213
9.072978304,-28.677,-27.874,-28.395,-28.2846,-29.27
9.09270217,-28.757,-27.943,-28.471,-28.3446,-29.33
9.112426036,-28.843,-28.007,-28.542,-28.4006,-29.386
9.132149901,-28.965,-28.072,-28.614,-28.4566,-29.442
9.151873767,-29.059,-28.135,-28.682,-28.5086,-29.494
9.171597633,-29.115,-28.198,-28.749,-28.5596,-29.545
9.191321499,-29.165,-28.26,-28.814,-28.6086,-29.594
9.211045365,-29.208,-28.321,-28.876,-28.6556,-29.641
9.230769231,-29.252,-28.391,-28.938,-28.7006,-29.686
9.250493097,-29.294,-28.461,-28.996,-28.7416,-29.727
9.270216963,-29.335,-28.551,-29.052,-28.7816,-29.767
9.289940828,-29.377,-28.676,-29.108,-28.8186,-29.804
9.309664694,-29.417,-28.797,-29.162,-28.8536,-29.839
9.32938856,-29.456,-28.848,-29.216,-28.8866,-29.872
9.349112426,-29.493,-28.855,-29.269,-28.9166,-29.902
9.368836292,-29.528,-28.862,-29.323,-28.9446,-29.93
9.388560158,-29.562,-28.878,-29.378,-28.9696,-29.955
9.408284024,-29.594,-28.9,-29.439,-28.9906,-29.976
9.42800789,-29.624,-28.925,-29.508,-29.0096,-29.995
9.447731755,-29.651,-28.952,-29.587,-29.0236,-30.009
9.467455621,-29.677,-28.979,-29.663,-29.0316,-30.017
9.487179487,-29.698,-29.006,-29.691,-29.0336,-30.019
9.506903353,-29.716,-29.033,-29.647,-29.0246,-30.01
9.526627219,-29.728,-29.059,-29.606,-29.0006,-29.986
9.546351085,-29.726,-29.085,-29.595,-28.9526,-29.938
9.566074951,-29.704,-29.11,-29.603,-28.8876,-29.873
9.585798817,-29.653,-29.135,-29.62,-28.8586,-29.844
9.605522682,-29.605,-29.159,-29.641,-28.9516,-29.937
9.625246548,-29.641,-29.184,-29.666,-29.1186,-30.104
9.644970414,-29.714,-29.207,-29.691,-29.2616,-30.247
9.66469428,-29.801,-29.23,-29.716,-29.3526,-30.338
9.684418146,-29.866,-29.255,-29.743,-29.4056,-30.391
9.704142012,-29.919,-29.281,-29.772,-29.4466,-30.432
9.723865878,-29.963,-29.306,-29.801,-29.4816,-30.467
9.743589744,-30.003,-29.331,-29.83,-29.5136,-30.499
9.763313609,-30.041,-29.356,-29.862,-29.5456,-30.531
9.783037475,-30.08,-29.38,-29.896,-29.5796,-30.565
9.802761341,-30.118,-29.399,-29.932,-29.6146,-30.6
9.822485207,-30.157,-29.416,-29.968,-29.6496,-30.635
9.842209073,-30.199,-29.444,-30.007,-29.6886,-30.674
9.861932939,-30.242,-29.489,-30.049,-29.7286,-30.714
9.881656805,-30.289,-29.536,-30.094,-29.7726,-30.758
9.901380671,-30.339,-29.583,-30.143,-29.8186,-30.804
9.921104536,-30.394,-29.63,-30.197,-29.8676,-30.853
9.940828402,-30.453,-29.678,-30.256,-29.9196,-30.905
9.960552268,-30.519,-29.727,-30.322,-29.9746,-30.96
9.980276134,-30.594,-29.779,-30.394,-30.0326,-31.018
10,-30.676,-29.832,-30.46,-30.0936,-31.079
