Freq [GHz],"dB(St(P1,P4)) []","dB(St(P1,P4))_1 []","dB(St(P1,P4))_2 []","dB(St(P1,P4))_1 []","dB(St(P1,P4))_3 []"
0.856031128,-29.464,-30.773,-28.125,-30.008,-44.635
0.875486381,-29.426,-30.653,-28.107,-29.888,-44.69
0.894941634,-29.402,-30.545,-28.201,-29.78,-44.742
0.914396887,-29.387,-30.433,-28.288,-29.668,-44.79
0.93385214,-29.376,-30.303,-28.347,-29.538,-44.832
0.953307393,-29.366,-30.165,-28.383,-29.4,-44.864
0.972762646,-29.356,-30.036,-28.397,-29.271,-44.876
0.992217899,-29.341,-29.9,-28.405,-29.135,-44.884
1.011673152,-29.32,-29.756,-28.407,-28.991,-44.89
1.031128405,-29.293,-29.634,-28.39,-28.869,-44.849
1.050583658,-29.261,-29.505,-28.369,-28.74,-44.806
1.070038911,-29.225,-29.368,-28.343,-28.603,-44.761
1.089494163,-29.175,-29.247,-28.298,-28.482,-44.658
1.108949416,-29.12,-29.119,-28.248,-28.354,-44.55
1.128404669,-29.061,-28.985,-28.195,-28.22,-44.442
1.147859922,-28.983,-28.863,-28.118,-28.098,-44.276
1.167315175,-28.9,-28.737,-28.036,-27.972,-44.103
1.186770428,-28.813,-28.603,-27.951,-27.838,-43.932
1.206225681,-28.705,-28.48,-27.839,-27.715,-43.715
1.225680934,-28.589,-28.354,-27.719,-27.589,-43.49
1.245136187,-28.472,-28.22,-27.597,-27.455,-43.267
1.26459144,-28.332,-28.097,-27.451,-27.332,-43.017
1.284046693,-28.184,-27.971,-27.295,-27.206,-42.76
1.303501946,-28.034,-27.838,-27.139,-27.073,-42.503
1.322957198,-27.866,-27.716,-26.964,-26.951,-42.241
1.342412451,-27.687,-27.593,-26.781,-26.828,-41.972
1.361867704,-27.507,-27.462,-26.596,-26.697,-41.702
1.381322957,-27.314,-27.342,-26.405,-26.577,-41.442
1.40077821,-27.111,-27.223,-26.209,-26.458,-41.182
1.420233463,-26.905,-27.096,-26.009,-26.331,-40.915
1.439688716,-26.693,-26.976,-25.814,-26.211,-40.664
1.459143969,-26.474,-26.859,-25.618,-26.094,-40.417
1.478599222,-26.252,-26.741,-25.425,-25.976,-40.174
1.498054475,-26.026,-26.631,-25.246,-25.866,-39.951
1.517509728,-25.797,-26.512,-25.057,-25.747,-39.714
1.536964981,-25.576,-26.412,-24.907,-25.647,-39.52
1.556420233,-25.348,-26.3,-24.744,-25.535,-39.308
1.575875486,-25.135,-26.2,-24.622,-25.435,-39.126
1.595330739,-24.923,-26.098,-24.507,-25.333,-38.944
1.614785992,-24.712,-25.992,-24.401,-25.227,-38.758
1.634241245,-24.521,-25.896,-24.366,-25.131,-38.6
1.653696498,-24.341,-25.802,-24.42,-25.037,-38.453
1.673151751,-24.173,-25.712,-24.677,-24.947,-38.317
1.692607004,-24.016,-25.624,-25.655,-24.859,-38.193
1.712062257,-23.871,-25.539,-27.126,-24.774,-38.08
1.73151751,-23.736,-25.458,-19.962,-24.693,-37.979
1.750972763,-23.61,-25.38,-21.486,-24.615,-37.889
1.770428016,-23.494,-25.307,-21.871,-24.542,-37.809
1.789883268,-23.386,-25.241,-22.007,-24.476,-37.741
1.809338521,-23.286,-25.186,-22.05,-24.421,-37.683
1.828793774,-23.193,-25.143,-22.052,-24.378,-37.635
1.848249027,-23.108,-24.774,-22.032,-24.009,-37.598
1.86770428,-23.029,-24.798,-22,-24.033,-37.57
1.887159533,-22.96,-24.778,-21.966,-24.013,-37.558
1.906614786,-22.894,-24.736,-21.926,-23.971,-37.549
1.926070039,-22.833,-24.685,-21.886,-23.92,-37.548
1.945525292,-22.777,-24.631,-21.846,-23.866,-37.555
1.964980545,-22.727,-24.577,-21.808,-23.812,-37.571
1.984435798,-22.698,-24.532,-21.786,-23.767,-37.617
2.003891051,-22.65,-24.475,-21.746,-23.71,-37.637
2.023346304,-22.623,-24.429,-21.724,-23.664,-37.687
2.042801556,-22.592,-24.378,-21.697,-23.613,-37.732
2.062256809,-22.566,-24.329,-21.674,-23.564,-37.783
2.081712062,-22.551,-24.285,-21.661,-23.52,-37.85
2.101167315,-22.526,-24.233,-21.637,-23.468,-37.903
2.120622568,-22.527,-24.196,-21.638,-23.431,-37.988
2.140077821,-22.51,-24.146,-21.622,-23.381,-38.053
2.159533074,-22.52,-24.112,-21.631,-23.347,-38.147
2.178988327,-22.521,-24.07,-21.632,-23.305,-38.232
2.19844358,-22.522,-24.026,-21.631,-23.261,-38.314
2.217898833,-22.543,-23.993,-21.65,-23.228,-38.417
2.237354086,-22.548,-23.949,-21.653,-23.184,-38.503
2.256809339,-22.577,-23.917,-21.677,-23.152,-38.606
2.276264591,-22.603,-23.88,-21.697,-23.115,-38.706
2.295719844,-22.625,-23.839,-21.712,-23.074,-38.798
2.315175097,-22.676,-23.811,-21.748,-23.046,-38.905
2.33463035,-22.712,-23.771,-21.77,-23.006,-38.999
2.354085603,-22.762,-23.732,-21.796,-22.967,-39.093
2.373540856,-22.838,-23.698,-21.83,-22.933,-39.188
2.392996109,-22.954,-23.663,-21.869,-22.898,-39.279
2.412451362,-23.162,-23.628,-21.909,-22.863,-39.366
2.431906615,-23.684,-23.593,-21.954,-22.828,-39.448
2.451361868,-23.393,-23.556,-22.001,-22.791,-39.523
2.470817121,-22.207,-23.516,-22.055,-22.751,-39.592
2.490272374,-22.387,-23.472,-22.117,-22.707,-39.653
2.509727626,-22.507,-23.424,-22.2,-22.659,-39.708
2.529182879,-22.596,-23.364,-22.289,-22.599,-39.757
2.548638132,-22.657,-23.563,-22.456,-22.798,-39.724
2.568093385,-22.706,-23.624,-22.764,-22.859,-39.641
2.587548638,-22.744,-23.498,-23.275,-22.733,-39.494
2.607003891,-22.776,-23.438,-22.035,-22.673,-39.896
2.626459144,-22.8,-23.384,-21.138,-22.619,-40.096
2.645914397,-22.819,-23.344,-21.417,-22.579,-39.913
2.66536965,-22.832,-23.308,-21.601,-22.543,-39.802
2.684824903,-22.84,-23.278,-21.693,-22.513,-39.706
2.704280156,-22.842,-23.251,-21.734,-22.486,-39.603
2.723735409,-22.837,-23.214,-21.768,-22.449,-39.496
2.743190661,-22.83,-23.189,-21.788,-22.424,-39.384
2.762645914,-22.814,-23.154,-21.799,-22.389,-39.266
2.782101167,-22.796,-23.126,-21.802,-22.361,-39.146
2.80155642,-22.77,-23.093,-21.796,-22.328,-39.019
2.821011673,-22.74,-23.061,-21.782,-22.296,-38.89
2.840466926,-22.706,-23.031,-21.761,-22.266,-38.756
2.859922179,-22.665,-22.995,-21.732,-22.23,-38.618
2.879377432,-22.623,-22.973,-21.701,-22.208,-38.482
2.898832685,-22.574,-22.94,-21.66,-22.175,-38.337
2.918287938,-22.517,-22.899,-21.612,-22.134,-38.186
2.937743191,-22.464,-22.879,-21.566,-22.114,-38.048
2.957198444,-22.401,-22.847,-21.511,-22.082,-37.897
2.976653696,-22.332,-22.805,-21.448,-22.04,-37.737
2.996108949,-22.269,-22.787,-21.392,-22.022,-37.603
3.015564202,-22.198,-22.757,-21.327,-21.992,-37.454
3.035019455,-22.117,-22.716,-21.252,-21.951,-37.291
3.054474708,-22.049,-22.699,-21.19,-21.934,-37.169
3.073929961,-21.971,-22.672,-21.118,-21.907,-37.029
3.093385214,-21.884,-22.633,-21.036,-21.868,-36.872
3.112840467,-21.812,-22.617,-20.968,-21.852,-36.766
3.13229572,-21.733,-22.592,-20.893,-21.827,-36.644
3.151750973,-21.643,-22.556,-20.807,-21.791,-36.502
3.171206226,-21.572,-22.54,-20.737,-21.775,-36.417
3.190661479,-21.495,-22.518,-20.661,-21.753,-36.32
3.210116732,-21.406,-22.484,-20.574,-21.719,-36.199
3.229571984,-21.339,-22.469,-20.505,-21.704,-36.138
3.249027237,-21.269,-22.449,-20.432,-21.684,-36.071
3.26848249,-21.185,-22.418,-20.346,-21.653,-35.977
3.287937743,-21.125,-22.401,-20.281,-21.636,-35.94
3.307392996,-21.063,-22.382,-20.213,-21.617,-35.904
3.326848249,-20.988,-22.351,-20.133,-21.586,-35.84
3.346303502,-20.932,-22.317,-20.07,-21.552,-35.819
3.365758755,-20.878,-22.278,-20.007,-21.513,-35.803
3.385214008,-20.814,-22.241,-19.936,-21.476,-35.77
3.404669261,-20.778,-22.272,-19.89,-21.507,-35.792
3.424124514,-20.726,-22.289,-19.829,-21.524,-35.785
3.443579767,-20.687,-22.289,-19.781,-21.524,-35.801
3.463035019,-20.653,-22.274,-19.738,-21.509,-35.829
3.482490272,-20.605,-22.248,-19.681,-21.483,-35.832
3.501945525,-20.59,-22.243,-19.657,-21.478,-35.892
3.521400778,-20.559,-22.226,-19.617,-21.461,-35.926
3.540856031,-20.526,-22.206,-19.572,-21.441,-35.958
3.560311284,-20.508,-22.194,-19.549,-21.429,-36.013
3.579766537,-20.505,-22.188,-19.57,-21.423,-36.092
3.59922179,-20.507,-22.184,-19.565,-21.419,-36.179
3.618677043,-20.492,-22.168,-19.544,-21.403,-36.242
3.638132296,-20.483,-22.153,-19.531,-21.388,-36.314
3.657587549,-20.497,-22.151,-19.546,-21.386,-36.42
3.677042802,-20.495,-22.136,-19.544,-21.371,-36.505
3.696498054,-20.495,-22.122,-19.546,-21.357,-36.592
3.715953307,-20.521,-22.12,-19.575,-21.355,-36.715
3.73540856,-20.531,-22.107,-19.589,-21.342,-36.819
3.754863813,-20.539,-22.092,-19.601,-21.327,-36.92
3.774319066,-20.575,-22.091,-19.642,-21.326,-37.057
3.793774319,-20.596,-22.08,-19.668,-21.315,-37.177
3.813229572,-20.612,-22.063,-19.689,-21.298,-37.29
3.832684825,-20.657,-22.064,-19.74,-21.299,-37.434
3.852140078,-20.688,-22.054,-19.777,-21.289,-37.564
3.871595331,-20.711,-22.036,-19.805,-21.271,-37.685
3.891050584,-20.763,-22.038,-19.862,-21.273,-37.829
3.910505837,-20.802,-22.029,-19.905,-21.264,-37.962
3.929961089,-20.829,-22.011,-19.938,-21.246,-38.085
3.949416342,-20.887,-22.014,-19.998,-21.249,-38.222
3.968871595,-20.931,-22.005,-20.046,-21.24,-38.349
3.988326848,-20.962,-21.986,-20.081,-21.221,-38.467
4.007782101,-21.022,-21.99,-20.142,-21.225,-38.587
4.027237354,-21.07,-21.983,-20.19,-21.218,-38.699
4.046692607,-21.105,-21.965,-20.227,-21.2,-38.804
4.06614786,-21.163,-21.968,-20.284,-21.203,-38.899
4.085603113,-21.212,-21.963,-20.332,-21.198,-38.988
4.105058366,-21.249,-21.945,-20.368,-21.18,-39.07
4.124513619,-21.303,-21.949,-20.419,-21.184,-39.135
4.143968872,-21.35,-21.944,-20.463,-21.179,-39.193
4.163424125,-21.387,-21.928,-20.497,-21.163,-39.245
4.182879377,-21.436,-21.931,-20.541,-21.166,-39.275
4.20233463,-21.48,-21.928,-20.58,-21.163,-39.297
4.221789883,-21.513,-21.914,-20.608,-21.149,-39.314
4.241245136,-21.556,-21.917,-20.645,-21.152,-39.308
4.260700389,-21.594,-21.916,-20.677,-21.151,-39.292
4.280155642,-21.623,-21.904,-20.699,-21.139,-39.271
4.299610895,-21.655,-21.901,-20.725,-21.136,-39.232
4.319066148,-21.684,-21.897,-20.746,-21.132,-39.182
4.338521401,-21.712,-21.897,-20.767,-21.132,-39.119
4.357976654,-21.735,-21.893,-20.783,-21.128,-39.046
4.377431907,-21.758,-21.894,-20.798,-21.129,-38.961
4.39688716,-21.776,-21.892,-20.808,-21.127,-38.867
4.416342412,-21.791,-21.893,-20.817,-21.128,-38.764
4.435797665,-21.803,-21.893,-20.822,-21.128,-38.652
4.455252918,-21.813,-21.895,-20.825,-21.13,-38.533
4.474708171,-21.818,-21.896,-20.824,-21.131,-38.407
4.494163424,-21.821,-21.898,-20.821,-21.133,-38.276
4.513618677,-21.82,-21.901,-20.815,-21.136,-38.139
4.53307393,-21.815,-21.904,-20.806,-21.139,-38
4.552529183,-21.807,-21.909,-20.794,-21.144,-37.857
4.571984436,-21.795,-21.912,-20.78,-21.147,-37.713
4.591439689,-21.78,-21.918,-20.763,-21.153,-37.569
4.610894942,-21.761,-21.923,-20.743,-21.158,-37.425
4.630350195,-21.739,-21.93,-20.722,-21.165,-37.284
4.649805447,-21.712,-21.935,-20.697,-21.17,-37.143
4.6692607,-21.683,-21.945,-20.671,-21.18,-37.01
4.688715953,-21.65,-21.95,-20.642,-21.185,-36.876
4.708171206,-21.614,-21.961,-20.613,-21.196,-36.756
4.727626459,-21.574,-21.967,-20.579,-21.202,-36.633
4.747081712,-21.533,-21.979,-20.547,-21.214,-36.529
4.766536965,-21.485,-21.984,-20.508,-21.219,-36.415
4.785992218,-21.437,-21.993,-20.472,-21.228,-36.321
4.805447471,-21.386,-22.003,-20.433,-21.238,-36.235
4.824902724,-21.333,-22.013,-20.395,-21.248,-36.161
4.844357977,-21.28,-22.025,-20.357,-21.26,-36.1
4.86381323,-21.225,-22.036,-20.317,-21.271,-36.048
4.883268482,-21.169,-22.047,-20.278,-21.282,-36.006
4.902723735,-21.113,-22.058,-20.239,-21.293,-35.974
4.922178988,-21.059,-22.07,-20.201,-21.305,-35.955
4.941634241,-21.012,-22.087,-20.169,-21.322,-35.963
4.961089494,-20.953,-22.093,-20.126,-21.328,-35.945
4.980544747,-20.913,-22.11,-20.098,-21.345,-35.973
5,-20.859,-22.116,-20.056,-21.351,-35.974
5.019455253,-20.83,-22.133,-20.033,-21.368,-36.022
5.038910506,-20.785,-22.139,-19.996,-21.374,-36.042
5.058365759,-20.768,-22.155,-19.977,-21.39,-36.104
5.077821012,-20.736,-22.162,-19.946,-21.397,-36.143
5.097276265,-20.732,-22.177,-19.933,-21.412,-36.217
5.116731518,-20.715,-22.184,-19.908,-21.419,-36.272
5.13618677,-20.724,-22.198,-19.902,-21.433,-36.357
5.155642023,-20.722,-22.204,-19.884,-21.439,-36.426
5.175097276,-20.742,-22.217,-19.885,-21.452,-36.52
5.194552529,-20.754,-22.223,-19.876,-21.458,-36.602
5.214007782,-20.782,-22.235,-19.885,-21.47,-36.704
5.233463035,-20.802,-22.24,-19.885,-21.475,-36.797
5.252918288,-20.841,-22.255,-19.909,-21.49,-36.916
5.272373541,-20.875,-22.265,-19.929,-21.5,-37.03
5.291828794,-20.894,-22.264,-19.932,-21.499,-37.125
5.311284047,-20.93,-22.275,-19.963,-21.51,-37.249
5.3307393,-20.965,-22.284,-19.997,-21.519,-37.376
5.350194553,-20.986,-22.282,-20.014,-21.517,-37.485
5.369649805,-21.02,-22.29,-20.053,-21.525,-37.617
5.389105058,-21.054,-22.298,-20.099,-21.533,-37.756
5.408560311,-21.075,-22.296,-20.128,-21.531,-37.879
5.428015564,-21.107,-22.301,-20.174,-21.536,-38.018
5.447470817,-21.144,-22.308,-20.229,-21.543,-38.168
5.46692607,-21.167,-22.305,-20.269,-21.54,-38.304
5.486381323,-21.201,-22.307,-20.32,-21.542,-38.45
5.505836576,-21.244,-22.314,-20.382,-21.549,-38.608
5.525291829,-21.273,-22.31,-20.429,-21.545,-38.754
5.544747082,-21.31,-22.31,-20.484,-21.545,-38.904
5.564202335,-21.361,-22.316,-20.549,-21.551,-39.065
5.583657588,-21.399,-22.311,-20.602,-21.546,-39.216
5.60311284,-21.442,-22.309,-20.657,-21.544,-39.364
5.622568093,-21.502,-22.316,-20.725,-21.551,-39.517
5.642023346,-21.548,-22.312,-20.78,-21.547,-39.663
5.661478599,-21.597,-22.308,-20.834,-21.543,-39.8
5.680933852,-21.664,-22.315,-20.901,-21.55,-39.931
5.700389105,-21.719,-22.311,-20.956,-21.546,-40.057
5.719844358,-21.771,-22.305,-21.007,-21.54,-40.171
5.739299611,-21.837,-22.309,-21.067,-21.544,-40.268
5.758754864,-21.891,-22.302,-21.117,-21.537,-40.361
5.778210117,-21.962,-22.31,-21.177,-21.545,-40.424
5.79766537,-22.021,-22.307,-21.226,-21.542,-40.483
5.817120623,-22.086,-22.312,-21.28,-21.547,-40.517
5.836575875,-22.148,-22.314,-21.329,-21.549,-40.537
5.856031128,-22.207,-22.315,-21.376,-21.55,-40.542
5.875486381,-22.27,-22.322,-21.424,-21.557,-40.526
5.894941634,-22.324,-22.32,-21.464,-21.555,-40.502
5.914396887,-22.384,-22.332,-21.51,-21.567,-40.454
5.93385214,-22.435,-22.332,-21.547,-21.567,-40.4
5.953307393,-22.49,-22.344,-21.588,-21.579,-40.33
5.972762646,-22.538,-22.35,-21.623,-21.585,-40.251
5.992217899,-22.585,-22.36,-21.657,-21.595,-40.164
6.011673152,-22.629,-22.372,-21.689,-21.607,-40.068
6.031128405,-22.668,-22.379,-21.716,-21.614,-39.967
6.050583658,-22.708,-22.397,-21.747,-21.632,-39.862
6.070038911,-22.739,-22.403,-21.768,-21.638,-39.749
6.089494163,-22.773,-22.426,-21.795,-21.661,-39.641
6.108949416,-22.799,-22.439,-21.814,-21.674,-39.524
6.128404669,-22.824,-22.459,-21.835,-21.694,-39.412
6.147859922,-22.845,-22.478,-21.852,-21.713,-39.297
6.167315175,-22.861,-22.496,-21.865,-21.731,-39.182
6.186770428,-22.878,-22.521,-21.88,-21.756,-39.074
6.206225681,-22.886,-22.536,-21.887,-21.771,-38.954
6.225680934,-22.898,-22.568,-21.901,-21.803,-38.858
6.245136187,-22.901,-22.589,-21.905,-21.824,-38.745
6.26459144,-22.906,-22.619,-21.913,-21.854,-38.653
6.284046693,-22.906,-22.645,-21.917,-21.88,-38.553
6.303501946,-22.904,-22.673,-21.919,-21.908,-38.461
6.322957198,-22.901,-22.705,-21.922,-21.94,-38.378
6.342412451,-22.892,-22.73,-21.918,-21.965,-38.285
6.361867704,-22.889,-22.767,-21.92,-22.002,-38.222
6.381322957,-22.875,-22.793,-21.913,-22.028,-38.137
6.40077821,-22.869,-22.831,-21.914,-22.066,-38.088
6.420233463,-22.856,-22.862,-21.908,-22.097,-38.024
6.439688716,-22.845,-22.896,-21.903,-22.131,-37.978
6.459143969,-22.833,-22.931,-21.898,-22.166,-37.938
6.478599222,-22.817,-22.963,-21.889,-22.198,-37.894
6.498054475,-22.809,-23.001,-21.887,-22.236,-37.88
6.517509728,-22.789,-23.029,-21.873,-22.264,-37.84
6.536964981,-22.785,-23.071,-21.873,-22.306,-37.851
6.556420233,-22.77,-23.102,-21.863,-22.337,-37.837
6.575875486,-22.763,-23.14,-21.86,-22.375,-37.852
6.595330739,-22.753,-23.174,-21.853,-22.409,-37.866
6.614785992,-22.741,-23.204,-21.844,-22.439,-37.876
6.634241245,-22.735,-23.238,-21.839,-22.473,-37.907
6.653696498,-22.73,-23.271,-21.835,-22.506,-37.945
6.673151751,-22.728,-23.303,-21.832,-22.538,-37.993
6.692607004,-22.729,-23.336,-21.832,-22.571,-38.051
6.712062257,-22.731,-23.366,-21.832,-22.601,-38.112
6.73151751,-22.736,-23.397,-21.835,-22.632,-38.184
6.750972763,-22.747,-23.428,-21.842,-22.663,-38.268
6.770428016,-22.757,-23.456,-21.848,-22.691,-38.352
6.789883268,-22.772,-23.485,-21.858,-22.72,-38.446
6.809338521,-22.797,-23.515,-21.876,-22.75,-38.556
6.828793774,-22.807,-23.535,-21.88,-22.77,-38.645
6.848249027,-22.839,-23.564,-21.905,-22.799,-38.767
6.86770428,-22.86,-23.585,-21.919,-22.82,-38.874
6.887159533,-22.892,-23.607,-21.944,-22.842,-38.995
6.906614786,-22.925,-23.628,-21.968,-22.863,-39.119
6.926070039,-22.957,-23.645,-21.992,-22.88,-39.239
6.945525292,-23.001,-23.665,-22.027,-22.9,-39.375
6.964980545,-23.033,-23.676,-22.05,-22.911,-39.495
6.984435798,-23.088,-23.696,-22.097,-22.931,-39.641
7.003891051,-23.13,-23.707,-22.129,-22.942,-39.772
7.023346304,-23.186,-23.721,-22.176,-22.956,-39.915
7.042801556,-23.239,-23.731,-22.22,-22.966,-40.055
7.062256809,-23.295,-23.741,-22.266,-22.976,-40.195
7.081712062,-23.359,-23.751,-22.32,-22.986,-40.341
7.101167315,-23.415,-23.754,-22.366,-22.989,-40.478
7.120622568,-23.489,-23.765,-22.43,-23,-40.629
7.140077821,-23.55,-23.766,-22.481,-23.001,-40.768
7.159533074,-23.672,-23.775,-22.538,-23.01,-40.906
7.178988327,-23.832,-23.783,-22.599,-23.018,-41.051
7.19844358,-23.893,-23.788,-22.657,-23.023,-41.198
7.217898833,-23.764,-23.791,-22.701,-23.026,-41.341
7.237354086,-23.732,-23.796,-22.759,-23.031,-41.473
7.256809339,-23.716,-23.793,-22.812,-23.028,-41.598
7.276264591,-23.76,-23.794,-22.879,-23.029,-41.71
7.295719844,-23.816,-23.789,-22.943,-23.024,-41.813
7.315175097,-23.885,-23.788,-23.015,-23.023,-41.903
7.33463035,-23.951,-23.783,-23.083,-23.018,-41.983
7.354085603,-24.023,-23.781,-23.156,-23.016,-42.051
7.373540856,-24.093,-23.776,-23.227,-23.011,-42.109
7.392996109,-24.163,-23.772,-23.299,-23.007,-42.155
7.412451362,-24.232,-23.767,-23.369,-23.002,-42.191
7.431906615,-24.304,-23.767,-23.445,-23.002,-42.216
7.451361868,-24.375,-23.767,-23.518,-23.002,-42.23
7.470817121,-24.442,-23.763,-23.589,-22.998,-42.236
7.490272374,-24.514,-23.767,-23.664,-23.002,-42.23
7.509727626,-24.58,-23.767,-23.735,-23.002,-42.215
7.529182879,-24.647,-23.77,-23.807,-23.005,-42.191
7.548638132,-24.714,-23.776,-23.88,-23.011,-42.158
7.568093385,-24.779,-23.783,-23.951,-23.018,-42.115
7.587548638,-24.843,-23.79,-24.021,-23.025,-42.064
7.607003891,-24.906,-23.801,-24.091,-23.036,-42.005
7.626459144,-24.969,-23.816,-24.163,-23.051,-41.939
7.645914397,-25.029,-23.832,-24.232,-23.067,-41.864
7.66536965,-25.084,-23.845,-24.298,-23.08,-41.782
7.684824903,-25.141,-23.865,-24.367,-23.1,-41.694
7.704280156,-25.196,-23.882,-24.433,-23.117,-41.599
7.723735409,-25.26,-23.907,-24.502,-23.142,-41.499
7.743190661,-25.327,-23.927,-24.568,-23.162,-41.393
7.762645914,-25.424,-23.956,-24.64,-23.191,-41.287
7.782101167,-25.503,-23.977,-24.707,-23.212,-41.172
7.80155642,-25.541,-24.007,-24.77,-23.242,-41.063
7.821011673,-25.576,-24.038,-24.787,-23.273,-40.962
7.840466926,-25.612,-24.071,-24.693,-23.306,-40.873
7.859922179,-25.649,-24.107,-24.544,-23.342,-40.806
7.879377432,-25.688,-24.148,-24.561,-23.383,-40.775
7.898832685,-25.721,-24.183,-24.579,-23.418,-40.738
7.918287938,-25.756,-24.226,-24.65,-23.461,-40.741
7.937743191,-25.787,-24.266,-24.71,-23.501,-40.737
7.957198444,-25.819,-24.311,-24.764,-23.546,-40.747
7.976653696,-25.847,-24.355,-24.81,-23.59,-40.75
7.996108949,-25.875,-24.401,-24.851,-23.636,-40.753
8.015564202,-25.899,-24.445,-24.887,-23.68,-40.75
8.035019455,-25.924,-24.494,-24.921,-23.729,-40.752
8.054474708,-25.949,-24.543,-24.952,-23.778,-40.758
8.073929961,-25.972,-24.594,-24.982,-23.829,-40.771
8.093385214,-25.995,-24.645,-25.011,-23.88,-40.791
8.112840467,-26.019,-24.696,-25.039,-23.931,-40.82
8.13229572,-26.043,-24.749,-25.066,-23.984,-40.86
8.151750973,-26.067,-24.801,-25.094,-24.036,-40.911
8.171206226,-26.094,-24.856,-25.122,-24.091,-40.978
8.190661479,-26.115,-24.909,-25.151,-24.144,-41.053
8.210116732,-26.122,-24.962,-25.179,-24.197,-41.139
8.229571984,-26.1,-25.014,-25.207,-24.249,-41.234
8.249027237,-26.072,-25.069,-25.239,-24.304,-41.353
8.26848249,-26.102,-25.122,-25.273,-24.357,-41.404
8.287937743,-26.15,-25.175,-25.307,-24.41,-41.389
8.307392996,-26.197,-25.226,-25.344,-24.461,-41.395
8.326848249,-26.238,-25.277,-25.383,-24.512,-41.597
8.346303502,-26.279,-25.329,-25.431,-24.564,-41.773
8.365758755,-26.319,-25.379,-25.484,-24.614,-41.94
8.385214008,-26.358,-25.428,-25.546,-24.663,-42.106
8.404669261,-26.396,-25.475,-25.62,-24.71,-42.277
8.424124514,-26.438,-25.522,-25.719,-24.757,-42.462
8.443579767,-26.481,-25.569,-25.812,-24.804,-42.653
8.463035019,-26.523,-25.613,-25.839,-24.848,-42.829
8.482490272,-26.567,-25.656,-25.746,-24.891,-42.947
8.501945525,-26.616,-25.699,-25.678,-24.934,-42.99
8.521400778,-26.666,-25.739,-25.672,-24.974,-43.024
8.540856031,-26.718,-25.777,-25.698,-25.012,-43.082
8.560311284,-26.775,-25.814,-25.742,-25.049,-43.169
8.579766537,-26.836,-25.849,-25.79,-25.084,-43.269
8.59922179,-26.904,-25.882,-25.842,-25.117,-43.376
8.618677043,-26.982,-25.913,-25.897,-25.148,-43.485
8.638132296,-27.073,-25.941,-25.952,-25.176,-43.593
8.657587549,-27.19,-25.967,-26.011,-25.202,-43.7
