Freq [GHz],"dB(St(P1,P4)) []","dB(St(P1,P4))_1 []","dB(St(P1,P4))_2 []","dB(St(P1,P4))_3 []","dB(St(P1,P4))_4 []"
1.954314721,-27.444,-28.275,-28.917,-29.198,-29.124
1.979695431,-28.782,-27.121,-27.952,-28.571,-28.796
2.005076142,-29.732,-26.08,-27.063,-27.962,-28.449
2.030456853,-30.066,-24.412,-25.736,-27.205,-28.085
2.055837563,-29.52,-25.187,-23.374,-24.931,-27.652
2.081218274,-29.03,-29.864,-30.19,-25.943,-27.029
2.106598985,-28.696,-29.466,-30.065,-30.02,-25.815
2.131979695,-28.458,-29.088,-29.688,-29.838,-22.757
2.157360406,-28.285,-28.832,-29.424,-29.533,-27.865
2.182741117,-28.158,-28.66,-29.244,-29.319,-29.474
2.208121827,-28.07,-28.546,-29.126,-29.18,-29.258
2.233502538,-28.012,-28.471,-29.049,-29.093,-29.045
2.258883249,-27.984,-28.435,-29.012,-29.053,-28.919
2.284263959,-28.042,-28.471,-29.055,-29.11,-28.951
2.30964467,-28.081,-28.49,-29.079,-29.15,-28.977
2.335025381,-28.087,-28.48,-29.072,-29.16,-28.976
2.360406091,-28.205,-28.585,-29.183,-29.276,-29.074
2.385786802,-28.299,-28.667,-29.272,-29.37,-29.151
2.411167513,-28.363,-28.719,-29.33,-29.434,-29.202
2.436548223,-28.544,-28.898,-29.511,-29.611,-29.363
2.461928934,-28.694,-29.046,-29.662,-29.759,-29.495
2.487309645,-28.823,-29.172,-29.792,-29.886,-29.608
2.512690355,-29.064,-29.419,-30.037,-30.124,-29.831
2.538071066,-29.274,-29.634,-30.251,-30.33,-30.024
2.563451777,-29.475,-29.839,-30.455,-30.527,-30.207
2.588832487,-29.788,-30.159,-30.771,-30.834,-30.501
2.614213198,-30.068,-30.446,-31.054,-31.108,-30.761
2.639593909,-30.351,-30.734,-31.34,-31.385,-31.024
2.664974619,-30.754,-31.137,-31.74,-31.776,-31.401
2.69035533,-31.117,-31.503,-32.102,-32.129,-31.739
2.715736041,-31.503,-31.884,-32.48,-32.499,-32.094
2.741116751,-32.023,-32.386,-32.98,-32.991,-32.565
2.766497462,-32.486,-32.837,-33.429,-33.433,-32.988
2.791878173,-33.005,-33.322,-33.912,-33.91,-33.442
2.817258883,-33.682,-33.931,-34.521,-34.512,-34.014
2.842639594,-34.225,-34.446,-35.035,-35.027,-34.506
2.868020305,-34.754,-34.945,-35.532,-35.531,-34.99
2.893401015,-35.312,-35.481,-36.066,-36.083,-35.524
2.918781726,-35.584,-35.936,-36.521,-36.579,-36.027
2.944162437,-34.57,-36.235,-36.825,-36.97,-36.474
2.969543147,-33.682,-36.208,-36.825,-37.158,-36.818
2.994923858,-35.43,-35.503,-36.226,-36.951,-36.958
3.020304569,-39.158,-33.477,-34.574,-36.186,-36.874
3.045685279,-40.793,-30.334,-31.139,-34.513,-36.515
3.07106599,-41.451,-39.74,-35.025,-31.374,-35.848
3.096446701,-41.396,-48.721,-49.157,-32.84,-34.843
3.121827411,-40.806,-44.762,-48.139,-47.375,-33.401
3.147208122,-39.869,-41.741,-43.506,-50.412,-31.316
3.172588832,-38.818,-39.777,-41.012,-43.446,-28.213
3.197969543,-37.771,-38.292,-39.292,-40.584,-31.181
3.223350254,-36.77,-37.067,-37.941,-38.75,-41.891
3.248730964,-35.846,-36.027,-36.827,-37.389,-40.74
3.274111675,-34.992,-35.113,-35.866,-36.282,-37.921
3.299492386,-34.242,-34.334,-35.058,-35.384,-36.209
3.324873096,-33.584,-33.665,-34.368,-34.635,-35.044
3.350253807,-32.885,-32.962,-33.649,-33.869,-33.979
3.375634518,-32.341,-32.421,-33.097,-33.285,-33.234
3.401015228,-31.8,-31.886,-32.554,-32.717,-32.554
3.426395939,-31.301,-31.394,-32.056,-32.2,-31.955
3.45177665,-30.893,-30.994,-31.651,-31.78,-31.482
3.47715736,-30.449,-30.559,-31.212,-31.328,-30.985
3.502538071,-30.136,-30.255,-30.905,-31.011,-30.637
3.527918782,-29.799,-29.927,-30.575,-30.671,-30.272
3.553299492,-29.508,-29.644,-30.289,-30.378,-29.958
3.578680203,-29.268,-29.411,-30.054,-30.137,-29.699
3.604060914,-28.993,-29.143,-29.785,-29.862,-29.409
3.629441624,-28.842,-28.996,-29.636,-29.708,-29.243
3.654822335,-28.65,-28.809,-29.447,-29.513,-29.038
3.680203046,-28.515,-28.673,-29.31,-29.372,-28.886
3.705583756,-28.408,-28.563,-29.197,-29.255,-28.76
3.730964467,-28.284,-28.433,-29.067,-29.12,-28.617
3.756345178,-28.274,-28.397,-29.029,-29.078,-28.564
3.781725888,-28.219,-28.321,-28.95,-28.995,-28.473
3.807106599,-28.245,-28.287,-28.914,-28.954,-28.421
3.83248731,-28.36,-28.278,-28.904,-28.938,-28.392
3.85786802,-28.585,-28.289,-28.912,-28.938,-28.378
3.883248731,-29.684,-28.352,-28.972,-28.985,-28.403
3.908629442,-30.28,-28.447,-29.061,-29.052,-28.441
3.934010152,-29.362,-28.592,-29.19,-29.143,-28.492
3.959390863,-27.812,-28.83,-29.392,-29.275,-28.563
3.984771574,-27.735,-29.593,-29.914,-29.515,-28.672
4.010152284,-27.827,-30.579,-31.677,-29.937,-28.798
4.035532995,-27.954,-30.763,-33.782,-30.865,-28.943
4.060913706,-28.104,-28.952,-30.061,-34.019,-29.129
4.086294416,-28.274,-28.763,-29.486,-32.039,-29.382
4.111675127,-28.451,-28.899,-29.462,-30.145,-29.715
4.137055838,-28.638,-29.092,-29.64,-29.656,-30.184
4.162436548,-28.852,-29.323,-29.873,-29.853,-31.217
4.187817259,-29.087,-29.572,-30.124,-30.09,-35.707
4.21319797,-29.328,-29.825,-30.379,-30.342,-35.482
4.23857868,-29.596,-30.105,-30.663,-30.628,-30.864
4.263959391,-29.884,-30.404,-30.964,-30.933,-30.399
4.289340102,-30.206,-30.737,-31.3,-31.271,-30.655
4.314720812,-30.578,-31.12,-31.686,-31.66,-31.058
4.340101523,-30.913,-31.462,-32.031,-32.007,-31.37
4.365482234,-31.33,-31.887,-32.46,-32.438,-31.792
4.390862944,-31.742,-32.306,-32.883,-32.863,-32.209
4.416243655,-32.184,-32.752,-33.335,-33.318,-32.648
4.441624365,-32.682,-33.253,-33.843,-33.831,-33.147
4.467005076,-33.147,-33.716,-34.313,-34.308,-33.601
4.492385787,-33.737,-34.303,-34.91,-34.915,-34.184
4.517766497,-34.268,-34.821,-35.44,-35.457,-34.695
4.543147208,-34.899,-35.433,-36.067,-36.101,-35.303
4.568527919,-35.51,-36.01,-36.664,-36.717,-35.88
4.593908629,-36.124,-36.572,-37.249,-37.325,-36.447
4.61928934,-36.786,-37.16,-37.865,-37.965,-37.05
4.644670051,-37.298,-37.565,-38.303,-38.427,-37.485
4.670050761,-37.935,-38.066,-38.838,-38.985,-38.028
4.695431472,-38.311,-38.278,-39.083,-39.256,-38.3
4.720812183,-38.675,-38.457,-39.288,-39.526,-38.552
4.746192893,-38.797,-38.409,-39.256,-39.575,-38.581
4.771573604,-38.686,-38.186,-39.036,-39.441,-38.43
4.796954315,-38.441,-37.904,-38.747,-39.241,-38.211
4.822335025,-37.881,-37.381,-38.213,-38.75,-37.727
4.847715736,-37.368,-36.982,-37.797,-38.379,-37.364
4.873096447,-36.677,-36.406,-37.211,-37.794,-36.802
4.898477157,-36.105,-35.901,-36.699,-37.284,-36.308
4.923857868,-35.535,-35.364,-36.166,-36.734,-35.772
4.949238579,-34.991,-34.828,-35.64,-36.186,-35.233
4.974619289,-34.548,-34.364,-35.196,-35.724,-34.769
5,-34.049,-33.839,-34.699,-35.192,-34.234
5.025380711,-33.712,-33.494,-34.36,-34.768,-33.896
5.050761421,-33.314,-33.085,-33.946,-34.301,-33.5
5.076142132,-32.872,-32.631,-33.478,-33.808,-33.061
5.101522843,-32.508,-32.277,-33.108,-33.412,-32.708
5.126903553,-32.21,-32.013,-32.826,-33.097,-32.428
5.152284264,-31.868,-31.7,-32.495,-32.747,-32.104
5.177664975,-31.492,-31.35,-32.126,-32.371,-31.744
5.203045685,-31.29,-31.197,-31.952,-32.174,-31.569
5.228426396,-31.049,-31.005,-31.739,-31.945,-31.355
5.253807107,-30.771,-30.773,-31.486,-31.682,-31.101
5.279187817,-30.554,-30.603,-31.297,-31.483,-30.911
5.304568528,-30.413,-30.512,-31.187,-31.358,-30.799
5.329949239,-30.23,-30.381,-31.036,-31.198,-30.645
5.355329949,-30.012,-30.214,-30.851,-31.005,-30.455
5.38071066,-29.949,-30.193,-30.815,-30.959,-30.42
5.406091371,-29.86,-30.148,-30.756,-30.891,-30.359
5.431472081,-29.733,-30.066,-30.661,-30.787,-30.26
5.456852792,-29.652,-30.025,-30.609,-30.728,-30.206
5.482233503,-29.651,-30.056,-30.632,-30.746,-30.23
5.507614213,-29.612,-30.052,-30.62,-30.728,-30.217
5.532994924,-29.536,-30.013,-30.574,-30.676,-30.167
5.558375635,-29.598,-30.097,-30.655,-30.755,-30.25
5.583756345,-29.645,-30.166,-30.722,-30.82,-30.318
5.609137056,-29.655,-30.201,-30.756,-30.851,-30.35
5.634517766,-29.701,-30.267,-30.822,-30.916,-30.416
5.659898477,-29.832,-30.411,-30.967,-31.064,-30.564
5.685279188,-29.93,-30.522,-31.081,-31.18,-30.679
5.710659898,-29.99,-30.598,-31.16,-31.261,-30.758
5.736040609,-30.153,-30.77,-31.335,-31.44,-30.936
5.76142132,-30.306,-30.932,-31.501,-31.611,-31.104
5.78680203,-30.49,-31.123,-31.695,-31.811,-31.301
5.812182741,-30.705,-31.344,-31.92,-32.042,-31.53
5.837563452,-30.907,-31.553,-32.132,-32.261,-31.746
5.862944162,-31.187,-31.84,-32.42,-32.554,-32.039
5.888324873,-31.436,-32.094,-32.677,-32.818,-32.301
5.913705584,-31.76,-32.429,-33.01,-33.156,-32.641
5.939086294,-32.081,-32.76,-33.339,-33.49,-32.976
5.964467005,-32.433,-33.126,-33.702,-33.855,-33.345
5.989847716,-32.832,-33.543,-34.112,-34.265,-33.762
6.015228426,-33.219,-33.946,-34.51,-34.664,-34.167
6.040609137,-33.701,-34.459,-35.012,-35.157,-34.674
6.065989848,-34.162,-34.943,-35.486,-35.627,-35.156
6.091370558,-34.707,-35.53,-36.058,-36.183,-35.731
6.116751269,-35.269,-36.132,-36.644,-36.752,-36.322
6.14213198,-35.87,-36.779,-37.274,-37.362,-36.954
6.16751269,-36.545,-37.513,-37.988,-38.044,-37.667
6.192893401,-37.216,-38.228,-38.684,-38.714,-38.363
6.218274112,-38.048,-39.144,-39.578,-39.555,-39.244
6.243654822,-38.876,-40.029,-40.44,-40.372,-40.099
6.269035533,-39.661,-40.813,-41.203,-41.113,-40.866
6.294416244,-40.679,-41.876,-42.251,-42.102,-41.89
6.319796954,-41.678,-42.822,-43.184,-43.006,-42.818
6.345177665,-42.549,-43.471,-43.824,-43.688,-43.493
6.370558376,-43.591,-44.232,-44.594,-44.501,-44.285
6.395939086,-44.468,-44.629,-45.001,-45.025,-44.759
6.421319797,-44.893,-44.438,-44.812,-45.022,-44.685
6.446700508,-45.208,-44.206,-44.589,-44.945,-44.547
6.472081218,-45.126,-43.71,-44.086,-44.551,-44.123
6.497461929,-44.503,-42.889,-43.243,-43.778,-43.349
6.52284264,-43.84,-42.175,-42.514,-43.053,-42.648
6.54822335,-43.11,-41.492,-41.814,-42.316,-41.959
6.573604061,-42.208,-40.708,-41.003,-41.461,-41.159
6.598984772,-41.4,-40.033,-40.315,-40.694,-40.459
6.624365482,-40.701,-39.473,-39.749,-40.016,-39.865
6.649746193,-39.953,-38.867,-39.128,-39.297,-39.227
6.675126904,-39.275,-38.323,-38.588,-38.617,-38.647
6.700507614,-38.733,-37.909,-38.213,-38.005,-38.188
6.725888325,-38.163,-37.461,-37.789,-37.373,-37.7
6.751269036,-37.624,-37.037,-37.404,-36.758,-37.232
6.776649746,-37.222,-36.753,-37.263,-36.138,-36.878
6.802030457,-36.794,-36.436,-37.082,-35.43,-36.5
6.827411168,-36.365,-36.116,-36.87,-34.79,-36.113
6.852791878,-36.077,-36.013,-36.657,-35.373,-35.771
6.878172589,-35.761,-35.87,-36.434,-35.956,-35.419
6.903553299,-35.426,-35.691,-36.205,-36.524,-35.059
6.92893401,-35.226,-35.254,-35.977,-36.332,-34.621
6.954314721,-35.006,-34.818,-35.73,-36.101,-34.09
6.979695431,-34.761,-34.397,-35.468,-35.87,-33.504
7.005076142,-34.634,-34.347,-35.331,-35.716,-33.681
7.030456853,-34.505,-34.339,-35.197,-35.561,-34.015
7.055837563,-34.347,-34.295,-35.039,-35.388,-34.334
7.081218274,-34.317,-34.283,-34.97,-35.302,-34.437
7.106598985,-34.318,-34.272,-34.922,-35.238,-34.436
7.131979695,-34.279,-34.234,-34.848,-35.151,-34.417
7.157360406,-34.356,-34.219,-34.805,-35.096,-34.409
7.182741117,-34.699,-34.241,-34.805,-35.086,-34.425
7.208121827,-35.662,-34.282,-34.826,-35.096,-34.459
7.233502538,-37.229,-34.344,-34.869,-35.129,-34.511
7.258883249,-35.82,-34.427,-34.933,-35.183,-34.584
7.284263959,-34.36,-34.536,-35.019,-35.258,-34.677
7.30964467,-33.94,-34.673,-35.128,-35.355,-34.792
7.335025381,-33.89,-34.846,-35.263,-35.475,-34.929
7.360406091,-33.947,-35.061,-35.424,-35.615,-35.086
7.385786802,-34.063,-35.353,-35.622,-35.782,-35.271
7.411167513,-34.218,-35.783,-35.888,-35.985,-35.487
7.436548223,-34.44,-36.454,-36.347,-36.259,-35.764
7.461928934,-34.64,-37.175,-36.79,-36.516,-36.026
7.487309645,-34.813,-37.954,-37.209,-36.751,-36.27
7.512690355,-35.095,-37.795,-37.666,-37.206,-36.622
7.538071066,-35.381,-37.499,-38.123,-37.681,-36.983
7.563451777,-35.651,-37.191,-38.564,-38.141,-37.334
7.588832487,-35.982,-37.329,-38.751,-38.999,-37.759
7.614213198,-36.356,-37.725,-38.758,-40.174,-38.238
7.639593909,-36.725,-38.111,-38.713,-41.428,-38.721
7.664974619,-37.124,-38.538,-38.833,-42.014,-39.266
7.69035533,-37.589,-39.068,-39.301,-41.421,-39.938
7.715736041,-38.066,-39.616,-39.775,-40.818,-40.638
7.741116751,-38.559,-40.187,-40.262,-40.347,-41.41
7.766497462,-39.118,-40.83,-40.837,-40.835,-42.627
7.791878173,-39.707,-41.514,-41.443,-41.339,-44.248
7.817258883,-40.338,-42.246,-42.093,-41.919,-48.148
7.842639594,-40.991,-43.031,-42.784,-42.529,-51.669
7.868020305,-41.607,-43.858,-43.511,-43.17,-47.252
7.893401015,-42.074,-44.745,-44.284,-43.844,-45.037
7.918781726,-42.003,-45.655,-45.081,-44.527,-45.511
7.944162437,-42.254,-46.613,-45.921,-45.236,-46.036
7.969543147,-43.278,-47.541,-46.758,-45.929,-46.822
7.994923858,-44.384,-48.443,-47.608,-46.623,-47.601
8.020304569,-45.737,-49.18,-48.397,-47.26,-48.265
8.045685279,-47.143,-49.707,-49.119,-47.851,-48.814
8.07106599,-48.45,-49.873,-49.672,-48.33,-49.13
8.096446701,-49.761,-49.658,-50.036,-48.7,-49.248
8.121827411,-50.933,-49.077,-50.143,-48.916,-49.136
8.147208122,-51.912,-48.26,-50.037,-49.005,-48.88
8.172588832,-52.42,-47.284,-49.686,-48.93,-48.481
8.197969543,-52.406,-46.988,-49.177,-48.735,-48.016
8.223350254,-51.932,-48.029,-48.578,-48.447,-47.523
8.248730964,-51.172,-49.05,-48.016,-48.095,-47.03
8.274111675,-50.292,-48.694,-47.927,-47.704,-46.555
8.299492386,-49.398,-47.885,-48.646,-47.297,-46.105
8.324873096,-48.545,-47.116,-48.818,-46.9,-45.688
8.350253807,-47.761,-46.471,-48.108,-46.797,-45.315
8.375634518,-47.042,-45.897,-47.315,-46.824,-44.968
8.401015228,-46.391,-45.389,-46.639,-46.886,-44.656
8.426395939,-45.811,-44.968,-46.125,-46.977,-44.394
8.45177665,-45.27,-44.568,-45.642,-46.967,-44.139
8.47715736,-44.786,-44.255,-45.275,-46.357,-43.983
8.502538071,-44.331,-43.955,-44.926,-45.777,-43.828
8.527918782,-43.76,-43.706,-44.633,-45.374,-43.811
8.553299492,-43.149,-43.487,-44.374,-45.069,-43.869
8.578680203,-42.691,-43.291,-44.14,-44.801,-44.001
8.604060914,-42.513,-43.143,-43.954,-44.606,-44.324
8.629441624,-42.317,-42.994,-43.77,-44.415,-44.629
8.654822335,-42.213,-42.907,-43.645,-44.288,-43.872
8.680203046,-42.112,-42.821,-43.523,-44.166,-43.119
8.705583756,-42.02,-42.772,-43.436,-44.079,-42.804
8.730964467,-41.933,-42.748,-43.371,-44.015,-42.742
8.756345178,-41.857,-42.739,-43.32,-43.964,-42.705
8.781725888,-41.819,-42.781,-43.311,-43.952,-42.777
8.807106599,-41.776,-42.822,-43.299,-43.938,-42.841
8.83248731,-41.784,-42.887,-43.334,-43.964,-42.967
8.85786802,-41.794,-42.955,-43.371,-43.993,-43.095
8.883248731,-41.856,-42.804,-43.444,-44.053,-43.272
8.908629442,-41.917,-42.641,-43.518,-44.115,-43.451
8.934010152,-42.039,-42.81,-43.515,-44.202,-43.672
8.959390863,-42.162,-42.979,-43.509,-44.289,-43.897
8.984771574,-42.358,-43.155,-43.41,-44.382,-44.151
9.010152284,-42.561,-43.333,-43.335,-44.475,-44.411
9.035532995,-42.849,-43.503,-43.552,-44.539,-44.682
9.060913706,-43.22,-43.668,-43.756,-44.532,-44.951
9.086294416,-43.738,-43.819,-43.922,-44.331,-45.204
9.111675127,-44.393,-43.954,-44.06,-44.017,-45.432
9.137055838,-44.297,-44.062,-44.167,-44.017,-45.609
9.162436548,-43.442,-44.146,-44.248,-44.115,-45.734
9.187817259,-42.001,-44.194,-44.296,-44.198,-45.779
9.21319797,-41.764,-44.191,-44.298,-44.181,-45.694
9.23857868,-41.771,-44.159,-44.276,-44.12,-45.525
9.263959391,-41.906,-44.072,-44.206,-43.991,-45.182
9.289340102,-42.002,-43.942,-44.098,-43.819,-44.729
9.314720812,-42.048,-43.77,-43.956,-43.612,-44.418
9.340101523,-42.042,-43.56,-43.783,-43.379,-44.471
9.365482234,-41.99,-43.315,-43.586,-43.127,-44.486
9.390862944,-41.895,-43.029,-43.368,-42.861,-44.255
9.416243655,-41.764,-42.684,-43.139,-42.592,-43.912
9.441624365,-41.606,-42.219,-42.905,-42.322,-43.528
9.467005076,-41.423,-41.548,-42.671,-42.059,-43.136
9.492385787,-41.222,-40.939,-42.442,-41.806,-42.754
9.517766497,-41.006,-40.697,-42.222,-41.566,-42.391
9.543147208,-40.777,-40.716,-42.005,-41.344,-42.051
9.568527919,-40.535,-40.718,-41.755,-41.142,-41.736
9.593908629,-40.278,-40.647,-41.391,-40.964,-41.449
9.61928934,-40.006,-40.537,-40.915,-40.814,-41.19
9.644670051,-39.746,-40.415,-40.604,-40.696,-40.959
9.670050761,-39.606,-40.294,-40.513,-40.615,-40.756
9.695431472,-39.881,-40.182,-40.456,-40.568,-40.585
9.720812183,-40.262,-40.084,-40.401,-40.45,-40.444
9.746192893,-40.385,-40.001,-40.351,-40.029,-40.331
9.771573604,-40.358,-39.935,-40.312,-39.623,-40.249
9.796954315,-40.304,-39.893,-40.295,-39.56,-40.208
9.822335025,-40.258,-39.857,-40.283,-39.56,-40.182
9.847715736,-40.234,-39.841,-40.292,-39.616,-40.196
9.873096447,-40.244,-39.843,-40.324,-39.692,-40.26
9.898477157,-40.272,-39.851,-40.368,-39.774,-40.355
9.923857868,-40.325,-39.867,-40.427,-39.869,-40.498
9.949238579,-40.408,-39.892,-40.508,-39.984,-40.608
9.974619289,-40.52,-39.93,-40.608,-40.12,-40.52
10,-40.656,-39.995,-40.722,-40.27,-40.422
