Freq [GHz],"dB(St(P1,P4)) []","dB(St(P1,P4))_1 []","dB(St(P1,P4))_2 []","dB(St(P1,P4))_3 []","dB(St(P1,P4))_4 []"
0.772058824,-25.35,-25.243,-26.872,-25.698,-25.472
0.790441177,-25.389,-25.283,-26.918,-25.739,-25.515
0.808823529,-25.431,-25.325,-26.968,-25.783,-25.562
0.827205882,-25.504,-25.398,-27.049,-25.859,-25.64
0.845588235,-25.564,-25.457,-27.115,-25.92,-25.703
0.863970588,-25.663,-25.555,-27.222,-26.023,-25.807
0.882352941,-25.758,-25.649,-27.325,-26.12,-25.906
0.900735294,-25.856,-25.746,-27.43,-26.221,-26.007
0.919117647,-25.981,-25.869,-27.562,-26.348,-26.135
0.9375,-26.117,-26.004,-27.706,-26.488,-26.275
0.955882353,-26.271,-26.156,-27.867,-26.644,-26.431
0.974264706,-26.437,-26.32,-28.04,-26.814,-26.601
0.992647059,-26.634,-26.514,-28.244,-27.013,-26.799
1.011029412,-26.837,-26.715,-28.454,-27.219,-27.004
1.029411765,-27.037,-26.913,-28.661,-27.422,-27.206
1.047794118,-27.288,-27.163,-28.919,-27.677,-27.458
1.066176471,-27.528,-27.401,-29.166,-27.92,-27.699
1.084558824,-27.811,-27.682,-29.456,-28.206,-27.982
1.102941176,-28.107,-27.977,-29.759,-28.505,-28.278
1.121323529,-28.416,-28.284,-30.074,-28.817,-28.587
1.139705882,-28.776,-28.644,-30.441,-29.181,-28.946
1.158088235,-29.129,-28.996,-30.8,-29.537,-29.297
1.176470588,-29.55,-29.419,-31.23,-29.963,-29.716
1.194852941,-29.983,-29.852,-31.669,-30.399,-30.145
1.213235294,-30.451,-30.323,-32.145,-30.872,-30.61
1.231617647,-30.979,-30.855,-32.681,-31.405,-31.133
1.25,-31.507,-31.385,-33.216,-31.937,-31.654
1.268382353,-32.153,-32.038,-33.871,-32.589,-32.292
1.286764706,-32.809,-32.701,-34.534,-33.25,-32.937
1.305147059,-33.548,-33.449,-35.28,-33.994,-33.663
1.323529412,-34.368,-34.28,-36.105,-34.819,-34.464
1.341911765,-35.219,-35.142,-36.956,-35.674,-35.289
1.360294118,-36.246,-36.184,-37.979,-36.703,-36.282
1.378676471,-37.276,-37.223,-38.984,-37.728,-37.262
1.397058824,-38.458,-38.413,-40.12,-38.897,-38.375
1.415441176,-39.643,-39.589,-41.21,-40.05,-39.466
1.433823529,-40.706,-40.609,-42.109,-41.05,-40.415
1.452205882,-41.703,-41.526,-42.873,-41.951,-41.29
1.470588235,-41.912,-41.61,-42.846,-42.053,-41.446
1.488970588,-41.222,-40.818,-42.043,-41.304,-40.807
1.507352941,-40.452,-39.994,-41.242,-40.515,-40.127
1.525735294,-39.253,-38.785,-40.094,-39.336,-39.036
1.544117647,-37.892,-37.439,-38.813,-38.01,-37.765
1.5625,-36.696,-36.267,-37.691,-36.849,-36.64
1.580882353,-35.606,-35.203,-36.666,-35.793,-35.607
1.599264706,-34.534,-34.155,-35.651,-34.749,-34.575
1.617647059,-33.545,-33.189,-34.71,-33.786,-33.617
1.636029412,-32.724,-32.394,-33.935,-32.995,-32.833
1.654411765,-31.918,-31.61,-33.168,-32.214,-32.054
1.672794118,-31.142,-30.852,-32.422,-31.458,-31.297
1.691176471,-30.462,-30.192,-31.777,-30.805,-30.645
1.709558824,-29.818,-29.568,-31.166,-30.188,-30.029
1.727941176,-29.228,-29,-30.616,-29.635,-29.476
1.746323529,-28.663,-28.458,-30.092,-29.11,-28.953
1.764705882,-28.125,-27.944,-29.601,-28.62,-28.464
1.783088235,-27.604,-27.453,-29.145,-28.168,-28.017
1.801470588,-27.092,-26.973,-28.701,-27.73,-27.582
1.819852941,-26.565,-26.495,-28.288,-27.326,-27.187
1.838235294,-25.994,-25.997,-27.888,-26.943,-26.814
1.856617647,-25.318,-25.444,-27.496,-26.575,-26.461
1.875,-24.406,-24.775,-27.103,-26.217,-26.126
1.893382353,-22.766,-23.776,-26.693,-25.865,-25.806
1.911764706,-19.525,-21.699,-26.238,-25.507,-25.498
1.930147059,-26.414,-19.822,-25.679,-25.126,-25.196
1.948529412,-27.502,-27.227,-24.863,-24.69,-24.893
1.966911765,-26.873,-26.997,-23.305,-24.127,-24.579
1.985294118,-26.361,-26.377,-20.29,-23.252,-24.233
2.003676471,-25.975,-25.926,-26.599,-21.477,-23.821
2.022058824,-25.672,-25.589,-27.823,-19.659,-23.262
2.040441176,-25.427,-25.325,-27.396,-25.635,-22.337
2.058823529,-25.223,-25.109,-27.014,-26.232,-20.41
2.077205882,-25.051,-24.931,-26.727,-25.902,-19.544
2.095588235,-24.906,-24.782,-26.507,-25.603,-25.019
2.113970588,-24.783,-24.657,-26.335,-25.372,-25.59
2.132352941,-24.68,-24.553,-26.198,-25.196,-25.348
2.150735294,-24.607,-24.479,-26.103,-25.074,-25.127
2.169117647,-24.546,-24.418,-26.025,-24.977,-24.952
2.1875,-24.468,-24.34,-25.934,-24.868,-24.777
2.205882353,-24.449,-24.321,-25.907,-24.83,-24.7
2.224264706,-24.413,-24.284,-25.863,-24.777,-24.612
2.242647059,-24.4,-24.272,-25.846,-24.752,-24.562
2.261029412,-24.401,-24.273,-25.844,-24.743,-24.533
2.279411765,-24.395,-24.266,-25.835,-24.729,-24.5
2.297794118,-24.431,-24.303,-25.87,-24.759,-24.517
2.316176471,-24.45,-24.322,-25.888,-24.773,-24.518
2.334558824,-24.501,-24.373,-25.938,-24.819,-24.553
2.352941176,-24.554,-24.426,-25.99,-24.869,-24.593
2.371323529,-24.609,-24.482,-26.045,-24.92,-24.636
2.389705882,-24.696,-24.569,-26.132,-25.004,-24.712
2.408088235,-24.765,-24.638,-26.2,-25.071,-24.77
2.426470588,-24.876,-24.75,-26.311,-25.179,-24.871
2.444852941,-24.98,-24.853,-26.414,-25.279,-24.965
2.463235294,-25.095,-24.969,-26.528,-25.392,-25.07
2.481617647,-25.234,-25.108,-26.665,-25.527,-25.198
2.5,-25.354,-25.229,-26.784,-25.643,-25.308
2.518382353,-25.524,-25.399,-26.95,-25.808,-25.466
2.536764706,-25.675,-25.55,-27.098,-25.954,-25.605
2.555147059,-25.87,-25.745,-27.288,-26.142,-25.785
2.573529412,-26.048,-25.922,-27.461,-26.312,-25.948
2.591911765,-26.272,-26.145,-27.676,-26.525,-26.152
2.610294118,-26.479,-26.351,-27.874,-26.721,-26.34
2.628676471,-26.736,-26.605,-28.117,-26.96,-26.569
2.647058824,-26.976,-26.842,-28.343,-27.184,-26.783
2.665441176,-27.273,-27.132,-28.614,-27.451,-27.039
2.683823529,-27.553,-27.405,-28.87,-27.704,-27.28
2.702205882,-27.904,-27.739,-29.173,-28.002,-27.564
2.720588235,-28.234,-28.055,-29.459,-28.285,-27.833
2.738970588,-28.671,-28.45,-29.796,-28.616,-28.147
2.757352941,-29.079,-28.82,-30.114,-28.931,-28.444
2.775735294,-29.731,-29.323,-30.487,-29.295,-28.786
2.794117647,-30.314,-29.775,-30.834,-29.639,-29.109
2.8125,-31.255,-30.339,-31.202,-30.002,-29.45
2.830882353,-33.45,-31.124,-31.591,-30.386,-29.809
2.849264706,-33.657,-32.382,-31.982,-30.776,-30.173
2.867647059,-29.841,-32.817,-32.363,-31.163,-30.538
2.886029412,-30.431,-30.071,-32.708,-31.534,-30.896
2.904411765,-31.167,-30.998,-33.009,-31.884,-31.246
2.922794118,-31.804,-31.685,-33.12,-32.145,-31.553
2.941176471,-32.401,-32.341,-32.394,-32.245,-31.796
2.959558824,-32.989,-32.974,-31.477,-32.105,-31.97
2.977941176,-33.541,-33.555,-35.297,-31.463,-32.03
2.996323529,-34.046,-34.077,-37.122,-29.901,-31.929
3.014705882,-34.484,-34.526,-37.551,-30.258,-31.612
3.033088235,-34.832,-34.876,-37.689,-37.855,-30.989
3.051470588,-35.062,-35.099,-37.658,-40.148,-29.912
3.069852941,-35.153,-35.177,-37.48,-39.319,-28.127
3.088235294,-35.103,-35.107,-37.176,-38.309,-26.124
3.106617647,-34.914,-34.896,-36.759,-37.368,-32.155
3.125,-34.633,-34.593,-36.295,-36.551,-47.236
3.143382353,-34.31,-34.252,-35.84,-35.878,-50.685
3.161764706,-33.805,-33.728,-35.205,-34.994,-40.329
3.180147059,-33.255,-33.162,-34.555,-34.147,-36.431
3.198529412,-32.773,-32.669,-34.017,-33.499,-35.069
3.216911765,-32.199,-32.087,-33.397,-32.775,-33.754
3.235294118,-31.656,-31.539,-32.824,-32.124,-32.739
3.253676471,-31.169,-31.051,-32.321,-31.566,-31.997
3.272058824,-30.634,-30.515,-31.775,-30.971,-31.239
3.290441176,-30.161,-30.045,-31.299,-30.458,-30.618
3.308823529,-29.724,-29.612,-30.863,-29.995,-30.079
3.327205882,-29.257,-29.15,-30.397,-29.506,-29.52
3.345588235,-28.872,-28.772,-30.018,-29.113,-29.075
3.363970588,-28.505,-28.416,-29.659,-28.745,-28.662
3.382352941,-28.114,-28.034,-29.274,-28.353,-28.225
3.400735294,-27.767,-27.698,-28.936,-28.013,-27.844
3.419117647,-27.475,-27.421,-28.656,-27.739,-27.528
3.4375,-27.16,-27.121,-28.35,-27.438,-27.187
3.455882353,-26.852,-26.828,-28.051,-27.145,-26.855
3.474264706,-26.626,-26.622,-27.839,-26.943,-26.613
3.492647059,-26.377,-26.393,-27.602,-26.712,-26.346
3.511029412,-26.109,-26.145,-27.343,-26.457,-26.057
3.529411765,-25.935,-25.994,-27.184,-26.281,-25.87
3.547794118,-25.743,-25.828,-27.006,-26.082,-25.663
3.566176471,-25.532,-25.643,-26.805,-25.858,-25.434
3.584558824,-25.352,-25.49,-26.637,-25.658,-25.239
3.602941176,-25.198,-25.365,-26.496,-25.481,-25.072
3.621323529,-25.058,-25.255,-26.369,-25.32,-24.921
3.639705882,-24.927,-25.154,-26.251,-25.171,-24.78
3.658088235,-24.81,-25.066,-26.146,-25.041,-24.655
3.676470588,-24.703,-24.986,-26.052,-24.925,-24.543
3.694852941,-24.607,-24.914,-25.969,-24.826,-24.445
3.713235294,-24.519,-24.842,-25.894,-24.74,-24.358
3.731617647,-24.437,-24.767,-25.828,-24.665,-24.281
3.75,-24.36,-24.681,-25.768,-24.601,-24.216
3.768382353,-24.283,-24.566,-25.72,-24.553,-24.164
3.786764706,-24.192,-24.406,-25.68,-24.514,-24.123
3.805147059,-24.055,-24.178,-25.646,-24.485,-24.09
3.823529412,-23.769,-23.86,-25.619,-24.464,-24.067
3.841911765,-22.76,-23.424,-25.602,-24.455,-24.055
3.860294118,-21.964,-22.913,-25.592,-24.455,-24.052
3.878676471,-23.42,-22.44,-25.594,-24.465,-24.06
3.897058824,-24.001,-22.109,-25.601,-24.482,-24.075
3.915441176,-24.173,-22.013,-25.618,-24.509,-24.099
3.933823529,-24.262,-22.149,-25.655,-24.554,-24.143
3.952205882,-24.337,-22.431,-25.714,-24.619,-24.206
3.970588235,-24.399,-22.672,-25.754,-24.666,-24.252
3.988970588,-24.451,-22.869,-25.78,-24.7,-24.284
4.007352941,-24.543,-23.134,-25.873,-24.796,-24.378
4.025735294,-24.62,-23.386,-25.949,-24.874,-24.455
4.044117647,-24.68,-23.618,-26.006,-24.935,-24.514
4.0625,-24.787,-23.846,-26.117,-25.046,-24.623
4.080882353,-24.893,-24.064,-26.227,-25.156,-24.731
4.099264706,-24.981,-24.269,-26.32,-25.248,-24.822
4.117647059,-25.1,-24.479,-26.445,-25.37,-24.942
4.136029412,-25.239,-24.691,-26.592,-25.513,-25.083
4.154411765,-25.359,-24.89,-26.721,-25.638,-25.205
4.172794118,-25.491,-25.092,-26.861,-25.773,-25.338
4.191176471,-25.665,-25.315,-27.045,-25.952,-25.513
4.209558824,-25.822,-25.526,-27.211,-26.112,-25.67
4.227941176,-25.967,-25.727,-27.367,-26.26,-25.815
4.246323529,-26.181,-25.974,-27.591,-26.477,-26.028
4.264705882,-26.377,-26.208,-27.797,-26.676,-26.222
4.283088235,-26.551,-26.425,-27.982,-26.853,-26.395
4.301470588,-26.794,-26.693,-28.234,-27.099,-26.635
4.319852941,-27.034,-26.959,-28.483,-27.34,-26.871
4.338235294,-27.251,-27.206,-28.71,-27.559,-27.084
4.356617647,-27.515,-27.492,-28.982,-27.825,-27.343
4.375,-27.803,-27.797,-29.278,-28.114,-27.625
4.393382353,-28.067,-28.082,-29.55,-28.379,-27.883
4.411764706,-28.351,-28.385,-29.84,-28.664,-28.161
4.430147059,-28.693,-28.737,-30.186,-29.006,-28.494
4.448529412,-29.007,-29.065,-30.503,-29.319,-28.799
4.466911765,-29.307,-29.38,-30.804,-29.617,-29.089
4.485294118,-29.704,-29.783,-31.2,-30.013,-29.476
4.503676471,-30.067,-30.155,-31.558,-30.373,-29.828
4.522058824,-30.386,-30.482,-31.867,-30.684,-30.132
4.540441176,-30.816,-30.916,-32.286,-31.109,-30.549
4.558823529,-31.217,-31.319,-32.668,-31.501,-30.935
4.577205882,-31.557,-31.657,-32.98,-31.825,-31.253
4.595588235,-31.962,-32.059,-33.353,-32.214,-31.639
4.613970588,-32.366,-32.455,-33.715,-32.598,-32.021
4.632352941,-32.679,-32.751,-33.973,-32.881,-32.304
4.650735294,-32.985,-33.037,-34.217,-33.154,-32.58
4.669117647,-33.322,-33.347,-34.483,-33.453,-32.887
4.6875,-33.524,-33.512,-34.605,-33.611,-33.052
4.705882353,-33.627,-33.57,-34.625,-33.665,-33.117
4.724264706,-33.802,-33.703,-34.719,-33.795,-33.262
4.742647059,-33.814,-33.664,-34.652,-33.76,-33.241
4.761029412,-33.662,-33.458,-34.433,-33.566,-33.057
4.779411765,-33.619,-33.378,-34.336,-33.492,-32.999
4.797794118,-33.438,-33.16,-34.113,-33.286,-32.805
4.816176471,-33.123,-32.812,-33.771,-32.955,-32.48
4.834558824,-32.87,-32.544,-33.507,-32.695,-32.232
4.852941176,-32.576,-32.243,-33.212,-32.402,-31.948
4.871323529,-32.19,-31.854,-32.836,-32.025,-31.574
4.889705882,-31.832,-31.504,-32.497,-31.68,-31.235
4.908088235,-31.507,-31.202,-32.201,-31.376,-30.939
4.926470588,-31.123,-30.84,-31.849,-31.015,-30.581
4.944852941,-30.735,-30.479,-31.496,-30.652,-30.222
4.963235294,-30.428,-30.216,-31.236,-30.376,-29.956
4.981617647,-30.08,-29.91,-30.933,-30.059,-29.646
5,-29.702,-29.571,-30.597,-29.712,-29.302
5.018382353,-29.419,-29.291,-30.335,-29.439,-29.043
5.036764706,-29.104,-28.979,-30.04,-29.132,-28.753
5.055147059,-28.839,-28.716,-29.794,-28.877,-28.499
5.073529412,-28.559,-28.438,-29.533,-28.606,-28.226
5.091911765,-28.312,-28.193,-29.305,-28.371,-27.986
5.110294118,-28.066,-27.949,-29.077,-28.135,-27.745
5.128676471,-27.838,-27.723,-28.868,-27.919,-27.524
5.147058824,-27.624,-27.511,-28.671,-27.717,-27.316
5.165441176,-27.409,-27.297,-28.473,-27.513,-27.107
5.183823529,-27.218,-27.107,-28.299,-27.334,-26.924
5.202205882,-27.038,-26.929,-28.137,-27.168,-26.753
5.220588235,-26.87,-26.763,-27.986,-27.013,-26.595
5.238970588,-26.713,-26.609,-27.848,-26.871,-26.449
5.257352941,-26.592,-26.491,-27.747,-26.766,-26.343
5.275735294,-26.449,-26.352,-27.624,-26.639,-26.213
5.294117647,-26.313,-26.221,-27.51,-26.522,-26.093
5.3125,-26.206,-26.124,-27.43,-26.439,-26.008
5.330882353,-26.08,-26.006,-27.329,-26.335,-25.901
5.349264706,-25.971,-25.918,-27.261,-26.265,-25.829
5.367647059,-25.862,-25.837,-27.201,-26.203,-25.764
5.386029412,-25.736,-25.737,-27.121,-26.121,-25.679
5.404411765,-25.547,-25.678,-27.097,-26.095,-25.652
5.422794118,-25.336,-25.604,-27.056,-26.053,-25.608
5.441176471,-25.23,-25.512,-27.016,-26.011,-25.564
5.459558824,-25.448,-25.403,-27.013,-26.008,-25.56
5.477941176,-25.618,-25.278,-26.991,-25.985,-25.536
5.496323529,-25.716,-25.272,-26.991,-25.985,-25.535
5.514705882,-25.779,-25.326,-27.006,-26.001,-25.55
5.533088235,-25.832,-25.326,-27.001,-25.997,-25.544
5.551470588,-25.872,-25.451,-27.038,-26.038,-25.586
5.569852941,-25.896,-25.596,-27.066,-26.072,-25.62
5.588235294,-25.916,-25.722,-27.086,-26.098,-25.645
5.606617647,-25.976,-25.787,-27.137,-26.168,-25.717
5.625,-26.018,-25.837,-27.17,-26.219,-25.769
5.643382353,-26.067,-25.89,-27.194,-26.275,-25.826
5.661764706,-26.137,-25.96,-27.196,-26.351,-25.905
5.680147059,-26.216,-26.04,-27.127,-26.435,-25.993
5.698529412,-26.305,-26.129,-26.984,-26.525,-26.09
5.716911765,-26.409,-26.231,-26.943,-26.62,-26.201
5.735294118,-26.547,-26.368,-27.31,-26.718,-26.346
5.753676471,-26.667,-26.487,-27.667,-26.799,-26.473
5.772058824,-26.768,-26.587,-28.011,-26.865,-26.58
5.790441176,-26.935,-26.754,-28.222,-26.999,-26.752
5.808823529,-27.095,-26.912,-28.408,-27.1,-26.915
5.827205882,-27.235,-27.051,-28.579,-27.156,-27.06
5.845588235,-27.42,-27.235,-28.781,-27.38,-27.244
5.863970588,-27.622,-27.434,-28.991,-27.7,-27.443
5.882352941,-27.804,-27.615,-29.184,-28.013,-27.623
5.900735294,-28.01,-27.819,-29.397,-28.303,-27.801
5.919117647,-28.257,-28.063,-29.649,-28.565,-27.983
5.9375,-28.486,-28.289,-29.883,-28.812,-28.149
5.955882353,-28.708,-28.51,-30.111,-29.055,-28.291
5.974264706,-28.979,-28.776,-30.384,-29.333,-28.379
5.992647059,-29.262,-29.054,-30.668,-29.623,-28.671
6.011029412,-29.549,-29.336,-30.956,-29.917,-29.129
6.029411765,-29.874,-29.653,-31.278,-30.244,-29.522
6.047794118,-30.202,-29.971,-31.601,-30.574,-29.9
6.066176471,-30.552,-30.308,-31.943,-30.923,-30.26
6.084558824,-30.931,-30.668,-32.306,-31.294,-30.631
6.102941176,-31.312,-31.029,-32.67,-31.668,-30.997
6.121323529,-31.75,-31.426,-33.069,-32.078,-31.392
6.139705882,-32.217,-31.83,-33.473,-32.496,-31.79
6.158088235,-32.711,-32.241,-33.886,-32.925,-32.193
6.176470588,-33.419,-32.688,-34.329,-33.387,-32.625
6.194852941,-34.234,-33.118,-34.76,-33.842,-33.044
6.213235294,-36.014,-33.574,-35.212,-34.322,-33.482
6.231617647,-39.978,-34.033,-35.665,-34.809,-33.922
6.25,-41.257,-34.493,-36.112,-35.298,-34.356
6.268382353,-38.812,-35.033,-36.556,-35.79,-34.788
6.286764706,-38.105,-35.838,-36.974,-36.268,-35.2
6.305147059,-38.096,-37.814,-37.355,-36.718,-35.581
6.323529412,-38.432,-41.589,-37.706,-37.149,-35.941
6.341911765,-38.716,-46.231,-37.952,-37.484,-36.21
6.360294118,-39.104,-43.402,-38.145,-37.776,-36.445
6.378676471,-39.403,-42.04,-38.227,-37.963,-36.589
6.397058824,-39.583,-41.279,-38.185,-38.027,-36.632
6.415441176,-39.712,-40.952,-38.062,-38.025,-36.629
6.433823529,-39.683,-40.561,-37.806,-37.903,-36.531
6.452205882,-39.617,-40.285,-37.449,-37.744,-36.42
6.470588235,-39.309,-39.764,-36.937,-37.424,-36.164
6.488970588,-38.823,-39.097,-36.359,-36.986,-35.798
6.507352941,-38.491,-38.667,-36.234,-36.627,-35.548
6.525735294,-38.015,-38.105,-35.675,-36.171,-35.198
6.544117647,-37.441,-37.462,-34.827,-35.65,-34.774
6.5625,-36.993,-36.967,-35.098,-35.122,-34.44
6.580882353,-36.516,-36.452,-35.68,-34.556,-34.08
6.599264706,-35.988,-35.896,-36.29,-33.967,-33.672
6.617647059,-35.536,-35.42,-36.3,-33.446,-33.313
6.636029412,-35.121,-34.986,-35.85,-32.824,-32.976
6.654411765,-34.675,-34.525,-35.408,-32.073,-32.607
6.672794118,-34.255,-34.094,-35.003,-31.74,-32.247
6.691176471,-33.903,-33.729,-34.644,-32.363,-31.925
6.709558824,-33.527,-33.345,-34.274,-32.997,-31.581
6.727941176,-33.206,-33.014,-33.961,-33.082,-31.236
6.746323529,-32.902,-32.702,-33.669,-32.85,-30.883
6.764705882,-32.58,-32.373,-33.364,-32.62,-30.519
6.783088235,-32.34,-32.121,-33.133,-32.374,-29.999
6.801470588,-32.084,-31.856,-32.891,-32.118,-29.456
6.819852941,-31.838,-31.598,-32.656,-31.874,-29.13
6.838235294,-31.657,-31.394,-32.471,-31.674,-29.443
6.856617647,-31.453,-31.172,-32.27,-31.461,-29.645
6.875,-31.288,-30.971,-32.087,-31.269,-29.798
6.893382353,-31.175,-30.793,-31.925,-31.097,-29.942
6.911764706,-31.141,-30.636,-31.779,-30.941,-29.882
6.930147059,-31.331,-30.503,-31.649,-30.804,-29.78
6.948529412,-31.707,-30.388,-31.529,-30.676,-29.67
6.966911765,-32.1,-30.293,-31.418,-30.558,-29.558
6.985294118,-31.494,-30.242,-31.322,-30.457,-29.457
7.003676471,-30.908,-30.266,-31.241,-30.369,-29.368
7.022058824,-30.477,-30.406,-31.167,-30.29,-29.287
7.040441176,-30.22,-30.702,-31.101,-30.218,-29.214
7.058823529,-30.073,-31.3,-31.052,-30.164,-29.157
7.077205882,-29.961,-31.114,-31.011,-30.119,-29.108
7.095588235,-29.879,-30.414,-30.982,-30.085,-29.071
7.113970588,-29.818,-29.883,-30.964,-30.061,-29.044
7.132352941,-29.773,-29.623,-30.957,-30.049,-29.027
7.150735294,-29.746,-29.505,-30.965,-30.049,-29.024
7.169117647,-29.724,-29.435,-30.979,-30.055,-29.024
7.1875,-29.724,-29.412,-31.015,-30.08,-29.044
7.205882353,-29.725,-29.395,-31.055,-30.105,-29.063
7.224264706,-29.746,-29.408,-31.122,-30.15,-29.101
7.242647059,-29.776,-29.432,-31.214,-30.204,-29.147
7.261029412,-29.809,-29.46,-31.319,-30.261,-29.196
7.279411765,-29.867,-29.516,-31.529,-30.346,-29.27
7.297794118,-29.926,-29.573,-31.82,-30.433,-29.344
7.316176471,-29.999,-29.643,-32.299,-30.537,-29.431
7.334558824,-30.087,-29.729,-32.558,-30.662,-29.534
7.352941176,-30.176,-29.817,-32.671,-30.794,-29.638
7.371323529,-30.29,-29.928,-32.344,-30.968,-29.766
7.389705882,-30.416,-30.052,-32.206,-31.197,-29.908
7.408088235,-30.559,-30.191,-32.257,-31.492,-30.066
7.426470588,-30.688,-30.317,-32.284,-31.774,-30.209
7.444852941,-30.86,-30.483,-32.429,-32.208,-30.398
7.463235294,-31.037,-30.652,-32.599,-32.709,-30.59
7.481617647,-31.207,-30.815,-32.76,-33.189,-30.775
7.5,-31.435,-31.028,-32.991,-33.111,-31.026
7.518382353,-31.653,-31.231,-33.211,-33.034,-31.264
7.536764706,-31.892,-31.448,-33.446,-33.028,-31.53
7.555147059,-32.172,-31.698,-33.718,-33.125,-31.853
7.573529412,-32.447,-31.94,-33.983,-33.204,-32.163
7.591911765,-32.768,-32.203,-34.271,-33.41,-32.56
7.610294118,-33.172,-32.492,-34.586,-33.706,-33.143
7.628676471,-33.527,-32.803,-34.923,-34.03,-34.104
7.647058824,-33.706,-33.133,-35.279,-34.375,-35.314
7.665441176,-33.834,-33.486,-35.658,-34.745,-35.668
7.683823529,-34.041,-33.863,-36.061,-35.138,-35.298
7.702205882,-34.367,-34.278,-36.5,-35.565,-35.286
7.720588235,-34.734,-34.718,-36.962,-36.014,-35.462
7.738970588,-35.1,-35.172,-37.435,-36.477,-35.615
7.757352941,-35.534,-35.498,-37.955,-36.98,-35.982
7.775735294,-36.012,-35.764,-38.514,-37.519,-36.461
7.794117647,-36.505,-36.031,-39.098,-38.085,-36.949
7.8125,-37.046,-36.522,-39.736,-38.693,-37.512
7.830882353,-37.63,-37.136,-40.427,-39.349,-38.136
7.849264706,-38.246,-37.773,-41.167,-40.05,-38.793
7.867647059,-38.907,-38.45,-41.975,-40.798,-39.514
7.886029412,-39.622,-39.182,-42.865,-41.608,-40.303
7.904411765,-40.393,-39.97,-43.849,-42.498,-41.16
7.922794118,-41.225,-40.811,-44.946,-43.457,-42.099
7.941176471,-42.128,-41.721,-46.185,-44.494,-43.138
7.959558824,-43.116,-42.717,-47.603,-45.62,-44.295
7.977941176,-44.205,-43.818,-49.245,-46.836,-45.598
7.996323529,-45.416,-45.051,-51.143,-48.129,-47.082
8.014705882,-46.78,-46.448,-53.205,-49.451,-48.798
8.033088235,-48.331,-48.055,-54.742,-50.673,-50.794
8.051470588,-50.113,-49.925,-54.36,-51.568,-53.08
8.069852941,-52.171,-52.12,-53.274,-51.892,-55.441
8.088235294,-54.467,-54.626,-53.42,-51.566,-56.918
8.106617647,-56.513,-56.878,-54.614,-50.726,-56.221
8.125,-56.994,-57.246,-54.442,-49.63,-54.168
8.143382353,-55.404,-55.454,-52.938,-48.479,-52.04
8.161764706,-52.98,-53.129,-51.208,-47.361,-50.194
8.180147059,-50.459,-51.045,-49.662,-46.313,-48.641
8.198529412,-47.798,-49.295,-48.344,-45.359,-47.329
